Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout,Link,Empty
898,146,False,5,0,27,0,False,False,UHA-Farm-898.html,
899,147,False,25,0,19,0,False,False,UHA-Farm-899.html,
900,147,False,10,0,31,0,False,False,UHA-Farm-900.html,
901,147,False,26,0,16,0,False,False,UHA-Farm-901.html,
902,147,False,13,0,28,0,False,False,UHA-Farm-902.html,
903,147,False,14,0,29,0,False,False,UHA-Farm-903.html,
904,147,False,18,0,9,0,False,False,UHA-Farm-904.html,
905,148,False,7,0,23,0,False,False,UHA-Farm-905.html,
906,148,False,32,0,30,0,False,False,UHA-Farm-906.html,
907,148,False,21,0,17,0,False,False,UHA-Farm-907.html,
908,148,False,15,0,22,0,False,False,UHA-Farm-908.html,
909,148,False,27,0,5,0,False,False,UHA-Farm-909.html,
910,148,False,10,0,24,0,False,False,UHA-Farm-910.html,
911,149,False,16,0,14,0,False,False,UHA-Farm-911.html,
912,149,False,26,0,18,0,False,False,UHA-Farm-912.html,
913,149,False,3,0,13,0,False,False,UHA-Farm-913.html,
914,150,False,9,0,4,0,False,False,UHA-Farm-914.html,
915,150,False,20,0,12,0,False,False,UHA-Farm-915.html,
916,150,False,32,0,1,0,False,False,UHA-Farm-916.html,
917,150,False,23,0,7,0,False,False,UHA-Farm-917.html,
918,150,False,5,0,25,0,False,False,UHA-Farm-918.html,
919,150,False,28,0,10,0,False,False,UHA-Farm-919.html,
920,150,False,19,0,3,0,False,False,UHA-Farm-920.html,
921,150,False,21,0,2,0,False,False,UHA-Farm-921.html,
922,151,False,18,0,20,0,False,False,UHA-Farm-922.html,
923,151,False,17,0,6,0,False,False,UHA-Farm-923.html,
924,151,False,26,0,8,0,False,False,UHA-Farm-924.html,
925,151,False,13,0,11,0,False,False,UHA-Farm-925.html,
926,151,False,24,0,15,0,False,False,UHA-Farm-926.html,
927,151,False,22,0,21,0,False,False,UHA-Farm-927.html,
928,151,False,30,0,31,0,False,False,UHA-Farm-928.html,
929,151,False,27,0,19,0,False,False,UHA-Farm-929.html,
930,151,False,28,0,29,0,False,False,UHA-Farm-930.html,
931,152,False,12,0,26,0,False,False,UHA-Farm-931.html,
932,152,False,8,0,32,0,False,False,UHA-Farm-932.html,
933,152,False,4,0,16,0,False,False,UHA-Farm-933.html,
934,152,False,3,0,27,0,False,False,UHA-Farm-934.html,
935,152,False,18,0,14,0,False,False,UHA-Farm-935.html,
936,152,False,10,0,9,0,False,False,UHA-Farm-936.html,
937,152,False,30,0,23,0,False,False,UHA-Farm-937.html,
938,152,False,13,0,17,0,False,False,UHA-Farm-938.html,
939,153,False,31,0,28,0,False,False,UHA-Farm-939.html,
940,153,False,7,0,22,0,False,False,UHA-Farm-940.html,
941,153,False,6,0,5,0,False,False,UHA-Farm-941.html,
942,153,False,11,0,24,0,False,False,UHA-Farm-942.html,
943,153,False,32,0,1,0,False,False,UHA-Farm-943.html,
944,153,False,14,0,25,0,False,False,UHA-Farm-944.html,
945,153,False,29,0,4,0,False,False,UHA-Farm-945.html,
946,154,False,31,0,30,0,False,False,UHA-Farm-946.html,
947,154,False,3,0,12,0,False,False,UHA-Farm-947.html,
948,154,False,19,0,18,0,False,False,UHA-Farm-948.html,
949,154,False,24,0,20,0,False,False,UHA-Farm-949.html,
950,154,False,23,0,2,0,False,False,UHA-Farm-950.html,
951,154,False,1,0,7,0,False,False,UHA-Farm-951.html,
952,155,False,5,0,10,0,False,False,UHA-Farm-952.html,
953,155,False,27,0,13,0,False,False,UHA-Farm-953.html,
954,155,False,28,0,8,0,False,False,UHA-Farm-954.html,
955,155,False,6,0,15,0,False,False,UHA-Farm-955.html,
956,155,False,14,0,26,0,False,False,UHA-Farm-956.html,
957,156,False,31,0,3,0,False,False,UHA-Farm-957.html,
958,156,False,2,0,11,0,False,False,UHA-Farm-958.html,
959,156,False,7,0,21,0,False,False,UHA-Farm-959.html,
960,156,False,4,0,6,0,False,False,UHA-Farm-960.html,
961,156,False,24,0,19,0,False,False,UHA-Farm-961.html,
962,157,False,14,0,16,0,False,False,UHA-Farm-962.html,
963,157,False,22,0,29,0,False,False,UHA-Farm-963.html,
964,157,False,28,0,32,0,False,False,UHA-Farm-964.html,
965,157,False,27,0,17,0,False,False,UHA-Farm-965.html,
966,157,False,24,0,9,0,False,False,UHA-Farm-966.html,
967,157,False,25,0,31,0,False,False,UHA-Farm-967.html,
968,157,False,5,0,30,0,False,False,UHA-Farm-968.html,
969,157,False,26,0,23,0,False,False,UHA-Farm-969.html,
970,157,False,4,0,12,0,False,False,UHA-Farm-970.html,
971,158,False,18,0,27,0,False,False,UHA-Farm-971.html,
972,158,False,7,0,20,0,False,False,UHA-Farm-972.html,
973,158,False,10,0,22,0,False,False,UHA-Farm-973.html,
974,158,False,19,0,28,0,False,False,UHA-Farm-974.html,
975,158,False,3,0,1,0,False,False,UHA-Farm-975.html,
976,158,False,5,0,13,0,False,False,UHA-Farm-976.html,
977,158,False,21,0,14,0,False,False,UHA-Farm-977.html,
978,159,False,10,0,25,0,False,False,UHA-Farm-978.html,
979,159,False,12,0,18,0,False,False,UHA-Farm-979.html,
980,159,False,16,0,4,0,False,False,UHA-Farm-980.html,
981,159,False,20,0,2,0,False,False,UHA-Farm-981.html,
982,160,False,17,0,15,0,False,False,UHA-Farm-982.html,
983,160,False,29,0,5,0,False,False,UHA-Farm-983.html,
984,160,False,11,0,24,0,False,False,UHA-Farm-984.html,
985,160,False,1,0,8,0,False,False,UHA-Farm-985.html,
986,161,False,12,0,7,0,False,False,UHA-Farm-986.html,
987,161,False,9,0,3,0,False,False,UHA-Farm-987.html,
988,161,False,18,0,10,0,False,False,UHA-Farm-988.html,
989,161,False,14,0,26,0,False,False,UHA-Farm-989.html,
990,161,False,2,0,6,0,False,False,UHA-Farm-990.html,
991,161,False,20,0,21,0,False,False,UHA-Farm-991.html,
992,161,False,15,0,11,0,False,False,UHA-Farm-992.html,
993,161,False,8,0,19,0,False,False,UHA-Farm-993.html,
994,162,False,30,0,32,0,False,False,UHA-Farm-994.html,
995,162,False,17,0,31,0,False,False,UHA-Farm-995.html,
996,162,False,24,0,29,0,False,False,UHA-Farm-996.html,
997,162,False,20,0,16,0,False,False,UHA-Farm-997.html,
998,163,False,19,0,27,0,False,False,UHA-Farm-998.html,
999,163,False,32,0,9,0,False,False,UHA-Farm-999.html,
1000,163,False,14,0,23,0,False,False,UHA-Farm-1000.html,
1001,163,False,13,0,22,0,False,False,UHA-Farm-1001.html,
1002,163,False,16,0,28,0,False,False,UHA-Farm-1002.html,
1003,163,False,29,0,30,0,False,False,UHA-Farm-1003.html,
1004,163,False,18,0,17,0,False,False,UHA-Farm-1004.html,
1005,163,False,4,0,25,0,False,False,UHA-Farm-1005.html,
1006,164,False,19,0,5,0,False,False,UHA-Farm-1006.html,
1007,164,False,26,0,12,0,False,False,UHA-Farm-1007.html,
1008,164,False,7,0,1,0,False,False,UHA-Farm-1008.html,
1009,164,False,4,0,13,0,False,False,UHA-Farm-1009.html,
1010,164,False,8,0,3,0,False,False,UHA-Farm-1010.html,
1011,164,False,25,0,10,0,False,False,UHA-Farm-1011.html,
1012,164,False,22,0,15,0,False,False,UHA-Farm-1012.html,
1013,164,False,31,0,24,0,False,False,UHA-Farm-1013.html,
1014,165,False,26,0,2,0,False,False,UHA-Farm-1014.html,
1015,165,False,21,0,14,0,False,False,UHA-Farm-1015.html,
1016,165,False,27,0,20,0,False,False,UHA-Farm-1016.html,
1017,165,False,1,0,6,0,False,False,UHA-Farm-1017.html,
1018,166,False,31,0,18,0,False,False,UHA-Farm-1018.html,
1019,166,False,9,0,7,0,False,False,UHA-Farm-1019.html,
1020,166,False,10,0,8,0,False,False,UHA-Farm-1020.html,
1021,166,False,3,0,11,0,False,False,UHA-Farm-1021.html,
1022,167,False,12,0,4,0,False,False,UHA-Farm-1022.html,
1023,167,False,6,0,21,0,False,False,UHA-Farm-1023.html,
1024,167,False,27,0,26,0,False,False,UHA-Farm-1024.html,
1025,167,False,15,0,32,0,False,False,UHA-Farm-1025.html,
1026,167,False,5,0,19,0,False,False,UHA-Farm-1026.html,
1027,167,False,30,0,23,0,False,False,UHA-Farm-1027.html,
1028,168,False,17,0,16,0,False,False,UHA-Farm-1028.html,
1029,168,False,31,0,29,0,False,False,UHA-Farm-1029.html,
1030,168,False,24,0,9,0,False,False,UHA-Farm-1030.html,
1031,168,False,32,0,28,0,False,False,UHA-Farm-1031.html,
1032,168,False,14,0,22,0,False,False,UHA-Farm-1032.html,
1033,168,False,23,0,30,0,False,False,UHA-Farm-1033.html,
1034,169,False,31,0,27,0,False,False,UHA-Farm-1034.html,
1035,169,False,29,0,17,0,False,False,UHA-Farm-1035.html,
1036,169,False,7,0,13,0,False,False,UHA-Farm-1036.html,
1037,169,False,18,0,25,0,False,False,UHA-Farm-1037.html,
1038,170,False,8,0,31,0,False,False,UHA-Farm-1038.html,
1039,170,False,22,0,5,0,False,False,UHA-Farm-1039.html,
1040,170,False,10,0,2,0,False,False,UHA-Farm-1040.html,
1041,170,False,28,0,20,0,False,False,UHA-Farm-1041.html,
1042,170,False,4,0,1,0,False,False,UHA-Farm-1042.html,
1043,171,False,25,0,12,0,False,False,UHA-Farm-1043.html,
1044,171,False,29,0,6,0,False,False,UHA-Farm-1044.html,
1045,171,False,14,0,11,0,False,False,UHA-Farm-1045.html,
1046,172,False,5,0,18,0,False,False,UHA-Farm-1046.html,
1047,172,False,32,0,3,0,False,False,UHA-Farm-1047.html,
1048,172,False,26,0,15,0,False,False,UHA-Farm-1048.html,
1049,172,False,23,0,24,0,False,False,UHA-Farm-1049.html,
1050,172,False,9,0,7,0,False,False,UHA-Farm-1050.html,
1051,173,False,28,0,4,0,False,False,UHA-Farm-1051.html,
1052,173,False,8,0,21,0,False,False,UHA-Farm-1052.html,
1053,173,False,29,0,14,0,False,False,UHA-Farm-1053.html,
1054,173,False,1,0,10,0,False,False,UHA-Farm-1054.html,
1055,173,False,6,0,26,0,False,False,UHA-Farm-1055.html,
1056,173,False,19,0,16,0,False,False,UHA-Farm-1056.html,
1057,173,False,11,0,32,0,False,False,UHA-Farm-1057.html,
1058,173,False,18,0,17,0,False,False,UHA-Farm-1058.html,
1059,174,False,3,0,8,0,False,False,UHA-Farm-1059.html,
1060,174,False,15,0,19,0,False,False,UHA-Farm-1060.html,
1061,174,False,27,0,9,0,False,False,UHA-Farm-1061.html,
1062,174,False,21,0,23,0,False,False,UHA-Farm-1062.html,
1063,174,False,28,0,30,0,False,False,UHA-Farm-1063.html,
1064,174,False,16,0,13,0,False,False,UHA-Farm-1064.html,
1065,174,False,12,0,31,0,False,False,UHA-Farm-1065.html,
1066,175,False,27,0,22,0,False,False,UHA-Farm-1066.html,
1067,175,False,20,0,29,0,False,False,UHA-Farm-1067.html,
1068,175,False,25,0,2,0,False,False,UHA-Farm-1068.html,
1069,175,False,23,0,28,0,False,False,UHA-Farm-1069.html,
1070,175,False,10,0,1,0,False,False,UHA-Farm-1070.html,
1071,176,False,16,0,27,0,False,False,UHA-Farm-1071.html,
1072,176,False,17,0,12,0,False,False,UHA-Farm-1072.html,
1073,176,False,32,0,24,0,False,False,UHA-Farm-1073.html,
1074,176,False,18,0,5,0,False,False,UHA-Farm-1074.html,
1075,176,False,13,0,25,0,False,False,UHA-Farm-1075.html,
1076,177,False,11,0,20,0,False,False,UHA-Farm-1076.html,
1077,177,False,19,0,14,0,False,False,UHA-Farm-1077.html,
1078,177,False,29,0,3,0,False,False,UHA-Farm-1078.html,
1079,177,False,30,0,4,0,False,False,UHA-Farm-1079.html,
1080,177,False,24,0,7,0,False,False,UHA-Farm-1080.html,
1081,178,False,2,0,6,0,False,False,UHA-Farm-1081.html,
1082,178,False,16,0,15,0,False,False,UHA-Farm-1082.html,
1083,178,False,12,0,8,0,False,False,UHA-Farm-1083.html,
1084,179,False,9,0,11,0,False,False,UHA-Farm-1084.html,
1085,179,False,3,0,18,0,False,False,UHA-Farm-1085.html,
1086,179,False,23,0,10,0,False,False,UHA-Farm-1086.html,
1087,179,False,31,0,21,0,False,False,UHA-Farm-1087.html,
1088,179,False,7,0,26,0,False,False,UHA-Farm-1088.html,
1089,179,False,17,0,19,0,False,False,UHA-Farm-1089.html,
1090,179,False,30,0,32,0,False,False,UHA-Farm-1090.html,
1091,179,False,16,0,22,0,False,False,UHA-Farm-1091.html,
1092,180,False,32,0,9,0,False,False,UHA-Farm-1092.html,
1093,180,False,23,0,13,0,False,False,UHA-Farm-1093.html,
1094,180,False,20,0,29,0,False,False,UHA-Farm-1094.html,
1095,180,False,28,0,27,0,False,False,UHA-Farm-1095.html,
1096,181,False,19,0,30,0,False,False,UHA-Farm-1096.html,
1097,181,False,15,0,31,0,False,False,UHA-Farm-1097.html,
1098,182,False,30,0,16,0,False,False,UHA-Farm-1098.html,
1099,182,False,19,0,17,0,False,False,UHA-Farm-1099.html,
1100,182,False,22,0,25,0,False,False,UHA-Farm-1100.html,
1101,182,False,29,0,2,0,False,False,UHA-Farm-1101.html,
1102,182,False,20,0,5,0,False,False,UHA-Farm-1102.html,
1103,182,False,9,0,23,0,False,False,UHA-Farm-1103.html,
1104,182,False,24,0,1,0,False,False,UHA-Farm-1104.html,
1105,182,False,32,0,28,0,False,False,UHA-Farm-1105.html,
1106,183,False,22,0,12,0,False,False,UHA-Farm-1106.html,
1107,183,False,28,0,4,0,False,False,UHA-Farm-1107.html,
1108,183,False,1,0,6,0,False,False,UHA-Farm-1108.html,
1109,183,False,32,0,14,0,False,False,UHA-Farm-1109.html,
1110,184,False,6,0,11,0,False,False,UHA-Farm-1110.html,
1111,184,False,17,0,3,0,False,False,UHA-Farm-1111.html,
1112,184,False,9,0,10,0,False,False,UHA-Farm-1112.html,
1113,184,False,13,0,7,0,False,False,UHA-Farm-1113.html,
1114,184,False,31,0,18,0,False,False,UHA-Farm-1114.html,
1115,184,False,27,0,24,0,False,False,UHA-Farm-1115.html,
1116,184,False,5,0,20,0,False,False,UHA-Farm-1116.html,
1117,184,False,2,0,8,0,False,False,UHA-Farm-1117.html,
1118,184,False,16,0,15,0,False,False,UHA-Farm-1118.html,
1119,185,False,13,0,26,0,False,False,UHA-Farm-1119.html,
1120,185,False,9,0,21,0,False,False,UHA-Farm-1120.html,
1121,185,False,5,0,19,0,False,False,UHA-Farm-1121.html,
1122,185,False,14,0,25,0,False,False,UHA-Farm-1122.html,
1123,185,False,32,0,23,0,False,False,UHA-Farm-1123.html,
1124,186,False,32,0,22,0,False,False,UHA-Farm-1124.html,
1125,186,False,28,0,27,0,False,False,UHA-Farm-1125.html,
1126,186,False,19,0,30,0,False,False,UHA-Farm-1126.html,
1127,187,False,19,0,29,0,False,False,UHA-Farm-1127.html,
1128,187,False,30,0,16,0,False,False,UHA-Farm-1128.html,
1129,187,False,22,0,31,0,False,False,UHA-Farm-1129.html,
1130,188,False,19,0,17,0,False,False,UHA-Farm-1130.html,
1131,188,False,23,0,1,0,False,False,UHA-Farm-1131.html,
1132,188,False,22,0,12,0,False,False,UHA-Farm-1132.html,
1133,188,False,16,0,13,0,False,False,UHA-Farm-1133.html,
1134,188,False,25,0,2,0,False,False,UHA-Farm-1134.html,
1135,188,False,30,0,4,0,False,False,UHA-Farm-1135.html,
1136,189,False,16,0,9,0,False,False,UHA-Farm-1136.html,
1137,189,False,31,0,21,0,False,False,UHA-Farm-1137.html,
1138,189,False,25,0,18,0,False,False,UHA-Farm-1138.html,
1139,189,False,13,0,7,0,False,False,UHA-Farm-1139.html,
1140,189,False,17,0,3,0,False,False,UHA-Farm-1140.html,
1141,189,False,4,0,15,0,False,False,UHA-Farm-1141.html,
1142,189,False,27,0,20,0,False,False,UHA-Farm-1142.html,
1143,189,False,12,0,11,0,False,False,UHA-Farm-1143.html,
1144,190,False,27,0,24,0,False,False,UHA-Farm-1144.html,
1145,190,False,1,0,26,0,False,False,UHA-Farm-1145.html,
1146,190,False,23,0,5,0,False,False,UHA-Farm-1146.html,
1147,190,False,29,0,6,0,False,False,UHA-Farm-1147.html,
1148,190,False,17,0,14,0,False,False,UHA-Farm-1148.html,
1149,190,False,31,0,32,0,False,False,UHA-Farm-1149.html,
1150,191,False,9,0,10,0,False,False,UHA-Farm-1150.html,
1151,191,False,2,0,8,0,False,False,UHA-Farm-1151.html,
1152,191,False,29,0,28,0,False,False,UHA-Farm-1152.html,
