InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
98,97,Jonas Johansson,https://www.nhl.com/player/8477992,26,SWE,1995-09-19,30,218,77,4,False,False,False,False,False,True,True,False,False,False,0,4537242,4537242,4537242,4537242,4537242,0,0,0,0,0,0,,0,100,0,8477992,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,84,79,74,93,83,82,84,83,82,84,83,70,84,54,46,80,1,2784,0,1,0,0,3,19,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,98,Jonathan Quick,https://www.nhl.com/player/8471734,19,USA,1986-01-21,39,220,73,5,False,False,False,False,False,True,True,False,False,False,0,6961197,6961197,6961197,6961197,6961197,6961197,0,0,0,0,0,,0,100,0,8471734,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,89,81,75,81,88,87,89,88,87,89,88,95,93,46,40,84,1,1145,0,0,0,0,4,14,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,99,Joonas Korpisalo,https://www.nhl.com/player/8476914,2,FIN,1994-04-28,31,199,75,2,False,False,False,False,False,True,True,False,False,False,0,6834907,6834907,6834907,0,0,0,0,0,0,0,0,,0,100,0,8476914,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,89,87,82,83,88,87,89,88,87,89,88,77,85,52,45,84,1,1542,0,0,0,0,1,11,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,100,Jordan Binnington,https://www.nhl.com/player/8476412,25,CAN,1993-07-11,32,172,74,1,False,False,False,False,False,True,True,False,False,False,0,6882236,6882236,0,0,0,0,0,0,0,0,0,,0,97,0,8476412,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,94,93,88,75,93,92,94,93,92,94,93,79,86,53,41,87,4,11994,1,3,0,1,14,109,56,0,0,0,0,4,0,0,0,1,0,825,825,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,101,Jordan Papirny,https://www.nhl.com/player/8478148,0,CAN,1996-04-10,29,169,73,2,False,False,False,False,False,True,True,False,False,False,0,2075104,2075104,2075104,0,0,0,0,0,0,0,0,,0,100,0,8478148,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,73,68,71,58,57,59,58,57,59,58,69,83,36,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,102,Joseph Woll,https://www.nhl.com/player/8479361,27,USA,1998-07-12,27,206,75,4,False,False,False,False,False,True,True,False,False,False,0,4582322,4582322,4582322,4582322,4582322,0,0,0,0,0,0,,0,100,0,8479361,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,93,84,80,85,92,91,93,92,91,93,92,67,77,57,51,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,103,Justus Annunen,https://www.nhl.com/player/8481020,16,FIN,2000-03-11,25,210,76,2,False,False,False,False,False,True,True,False,False,False,0,2274390,2274390,2274390,0,0,0,0,0,0,0,0,,0,100,0,8481020,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,84,85,81,88,83,82,84,83,82,84,83,65,73,64,43,80,1,1924,0,0,0,0,1,12,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,104,Juuse Saros,https://www.nhl.com/player/8477424,16,FIN,1995-04-19,30,180,71,4,False,False,False,False,False,True,True,False,False,False,0,6811296,6811296,6811296,6811296,6811296,0,0,0,0,0,0,,0,99,0,8477424,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,93,95,90,68,92,91,93,92,91,93,92,79,84,55,44,86,4,12476,2,2,0,0,12,112,57,0,1,0,0,4,0,0,1,0,0,0,680,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,105,Kaapo Kahkonen,https://www.nhl.com/player/8478039,0,FIN,1996-08-16,29,217,74,2,False,False,False,False,False,True,True,False,False,False,0,3166576,3166576,3166576,0,0,0,0,0,0,0,0,,0,100,0,8478039,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,79,85,80,84,78,77,79,78,77,79,78,71,83,54,40,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,106,Karel Vejmelka,https://www.nhl.com/player/8478872,28,CZE,1996-05-25,29,221,76,2,False,False,False,False,False,True,True,False,False,False,0,6671703,6671703,6671703,0,0,0,0,0,0,0,0,,0,98,0,8478872,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,91,90,85,91,90,89,91,90,89,91,90,72,83,56,44,86,4,12751,2,2,0,0,12,107,52,2,0,0,0,4,0,0,0,0,0,40,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,107,Keith Petruzzelli,https://www.nhl.com/player/8479975,0,USA,1999-02-09,26,185,77,4,False,False,False,False,False,True,True,False,False,False,0,1830107,1830107,1830107,1830107,1830107,0,0,0,0,0,0,,0,100,0,8479975,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,75,71,86,65,64,66,65,64,66,65,66,75,60,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,108,Kenneth Appleby,https://www.nhl.com/player/8478965,0,CAN,1995-04-10,30,216,77,3,False,False,False,False,False,True,True,False,False,False,0,4640239,4640239,4640239,4640239,0,0,0,0,0,0,0,,0,100,0,8478965,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,80,75,93,74,73,75,74,73,75,74,70,84,35,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,109,Kevin Lankinen,https://www.nhl.com/player/8480947,29,FIN,1995-04-28,30,190,74,3,False,False,False,False,False,True,True,False,False,False,0,6862023,6862023,6862023,6862023,0,0,0,0,0,0,0,,0,100,0,8480947,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,92,85,80,78,91,90,92,91,90,92,91,73,84,55,43,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,110,Kevin Mandolese,https://www.nhl.com/player/8480867,0,CAN,2000-08-22,25,180,76,4,False,False,False,False,False,True,True,False,False,False,0,2160051,2160051,2160051,2160051,2160051,0,0,0,0,0,0,,0,100,0,8480867,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,71,79,75,82,70,69,71,70,69,71,70,65,73,47,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,111,Leevi Merilainen,https://www.nhl.com/player/8482447,0,FIN,2002-08-13,23,186,75,3,False,False,False,False,False,True,True,False,False,False,0,2274995,2274995,2274995,2274995,0,0,0,0,0,0,0,,0,100,0,8482447,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,79,85,81,81,78,77,79,78,77,79,78,63,69,65,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,112,Linus Ullmark,https://www.nhl.com/player/8476999,20,SWE,1993-07-31,32,215,76,2,False,False,False,False,False,True,True,False,False,False,0,5765575,5765575,5765575,0,0,0,0,0,0,0,0,,0,99,0,8476999,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,94,87,82,89,93,92,94,93,92,94,93,78,86,53,34,87,4,12680,0,3,1,0,19,108,60,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,113,Logan Thompson,https://www.nhl.com/player/8480313,31,CAN,1997-02-25,28,207,76,4,False,False,False,False,False,True,True,False,False,False,0,6942366,6942366,6942366,6942366,6942366,0,0,0,0,0,0,,0,98,0,8480313,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,95,88,83,88,94,94,96,94,93,95,94,70,81,57,49,88,4,14341,3,1,0,0,13,123,58,2,0,0,0,4,0,0,0,0,0,40,560,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,114,Louis Domingue,https://www.nhl.com/player/8475839,19,CAN,1992-03-06,33,207,75,4,False,False,False,False,False,True,True,False,False,False,0,3917704,3917704,3917704,3917704,3917704,0,0,0,0,0,0,,0,100,0,8475839,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,74,82,77,85,73,72,74,73,72,74,73,75,87,48,38,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9441,1,1,1,0,9,50,25,0,0,3,1,3,0,0,0,0,0,0,200,200,
116,115,Lukas Dostal,https://www.nhl.com/player/8480843,1,CZE,2000-06-22,25,190,74,4,False,False,False,False,False,True,True,False,False,False,0,4222378,4222378,4222378,4222378,4222378,0,0,0,0,0,0,,0,100,0,8480843,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,91,90,86,78,90,89,91,90,89,91,90,67,73,61,42,84,3,9314,1,1,0,0,9,77,38,0,0,0,0,3,0,0,0,1,0,0,340,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,116,Luke Cavallin,https://www.nhl.com/player/8483654,0,CAN,2001-04-29,24,196,74,3,False,False,False,False,False,True,True,False,False,False,0,1719364,1719364,1719364,1719364,0,0,0,0,0,0,0,,0,100,0,8483654,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,73,69,80,65,64,66,65,64,66,65,65,71,43,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,117,Mackenzie Blackwood,https://www.nhl.com/player/8478406,7,CAN,1996-12-09,28,225,76,2,False,False,False,False,False,True,True,False,False,False,0,4329848,4329848,4329848,0,0,0,0,0,0,0,0,,0,99,0,8478406,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,92,90,85,91,91,90,92,91,90,92,91,74,83,60,43,87,4,14398,2,1,1,0,16,128,67,0,2,0,0,4,0,1,0,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,118,Mads Sogaard,https://www.nhl.com/player/8481544,20,DNK,2000-12-13,24,217,79,4,False,False,False,False,False,True,True,False,False,False,0,3429316,3429316,3429316,3429316,3429316,0,0,0,0,0,0,,0,100,0,8481544,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,73,80,76,98,72,71,73,71,71,73,72,65,73,75,39,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7630,1,0,1,0,7,27,11,0,1,3,0,2,0,0,0,0,0,0,0,0,
120,119,Magnus Chrona,https://www.nhl.com/player/8480992,0,SWE,2000-08-28,25,194,76,4,False,False,False,False,False,True,True,False,False,False,0,2154225,2154225,2154225,2154225,2154225,0,0,0,0,0,0,,0,100,0,8480992,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,84,80,94,74,73,75,74,73,75,74,65,73,57,40,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,120,Magnus Hellberg,https://www.nhl.com/player/8476433,0,SWE,1991-04-04,34,220,78,4,False,False,False,False,False,True,True,False,False,False,0,4855762,4855762,4855762,4855762,4855762,0,0,0,0,0,0,,0,100,0,8476433,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,76,84,78,96,75,74,76,75,74,76,75,74,88,48,40,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,121,Malcolm Subban,https://www.nhl.com/player/8476876,0,CAN,1993-12-21,31,215,74,4,False,False,False,False,False,True,True,False,False,False,0,3003344,3003344,3003344,3003344,3003344,0,0,0,0,0,0,,0,100,0,8476876,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,72,82,77,83,71,70,72,71,70,72,71,72,86,50,40,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,122,Marc-Andre Fleury,https://www.nhl.com/player/8470594,14,CAN,1984-11-28,40,185,74,4,False,False,False,False,False,True,True,False,False,False,0,7047844,7047844,7047844,7047844,7047844,0,0,0,0,0,0,,0,100,0,8470594,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,90,84,77,77,89,88,90,89,88,90,89,99,95,45,42,85,1,2018,0,0,0,0,3,15,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,123,Marcus Hogberg,https://www.nhl.com/player/8477405,18,SWE,1994-11-25,30,234,77,4,False,False,False,False,False,True,True,False,False,False,0,4196643,4196643,4196643,4196643,4196643,0,0,0,0,0,0,,0,100,0,8477405,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,74,76,71,96,73,72,74,73,72,74,73,71,85,53,39,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10800,1,2,0,0,12,78,34,0,0,0,0,3,0,0,0,0,0,0,0,0,
125,124,Mark Sinclair,https://www.nhl.com/player/8484278,0,CAN,1996-03-08,29,181,72,1,False,False,False,False,False,True,True,False,False,False,0,2812805,2812805,0,0,0,0,0,0,0,0,0,,0,100,0,8484278,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,64,71,66,72,63,62,64,63,62,64,63,69,83,36,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,125,Matt D. Murray,https://www.nhl.com/player/8483575,0,CAN,1998-02-02,27,196,73,1,False,False,False,False,False,True,True,False,False,False,0,2089152,2089152,0,0,0,0,0,0,0,0,0,,0,100,0,8483575,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,79,85,81,77,78,77,79,78,77,79,78,67,77,53,40,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,126,Matt Murray,https://www.nhl.com/player/8476899,27,CAN,1994-05-25,31,220,77,1,False,False,False,False,False,True,True,False,False,False,0,3968970,3968970,0,0,0,0,0,0,0,0,0,,0,100,99,8476899,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,74,76,71,93,73,72,74,73,72,74,73,75,85,53,37,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
128,127,Matt Tomkins,https://www.nhl.com/player/8477035,0,CAN,1994-06-19,31,191,76,2,False,False,False,False,False,True,True,False,False,False,0,4026449,4026449,4026449,0,0,0,0,0,0,0,0,,0,100,0,8477035,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,83,78,85,74,73,75,74,73,75,74,71,85,50,40,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,128,Matt Villalta,https://www.nhl.com/player/8480191,28,CAN,1999-06-03,26,190,75,2,False,False,False,False,False,True,True,False,False,False,0,3419668,3419668,3419668,0,0,0,0,0,0,0,0,,0,100,0,8480191,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,77,90,86,81,76,75,78,76,76,77,76,66,75,62,47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7477,2,0,0,1,3,49,30,0,0,3,0,2,0,0,0,0,1,0,515,515,
130,129,Michael Dipietro,https://www.nhl.com/player/8480022,0,CAN,1999-06-09,26,200,72,2,False,False,False,False,False,True,True,False,False,False,0,3715810,3715810,3715810,0,0,0,0,0,0,0,0,,0,100,0,8480022,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,79,84,80,74,78,77,79,78,77,79,78,66,75,63,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,130,Michael Houser,https://www.nhl.com/player/8475920,0,USA,1992-09-13,33,185,73,3,False,False,False,False,False,True,True,False,False,False,0,3958340,3958340,3958340,3958340,0,0,0,0,0,0,0,,0,100,0,8475920,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,75,70,74,67,66,68,67,66,68,67,73,87,26,40,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,131,Michael Simpson,https://www.nhl.com/player/8483101,0,CAN,2003-09-03,22,188,73,1,False,False,False,False,False,True,True,False,False,False,0,2203341,2203341,0,0,0,0,0,0,0,0,0,,0,100,0,8483101,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,72,68,75,65,64,66,65,64,66,65,62,67,44,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,132,Mitchell Weeks,https://www.nhl.com/player/8483611,0,CAN,2001-06-22,24,187,75,2,False,False,False,False,False,True,True,False,False,False,0,2045145,2045145,2045145,0,0,0,0,0,0,0,0,,0,100,0,8483611,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,71,78,74,81,70,69,71,70,69,71,70,64,71,43,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,133,Nico Daws,https://www.nhl.com/player/8482076,17,CAN,2000-12-22,24,205,76,2,False,False,False,False,False,True,True,False,False,False,0,2141553,2141553,2141553,0,0,0,0,0,0,0,0,,0,100,0,8482076,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,80,84,80,87,79,78,80,79,78,80,79,65,73,62,42,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16907,3,2,0,0,16,125,74,0,1,0,0,5,0,0,0,0,0,40,1040,1040,
135,134,Nikita Tolopilo,https://www.nhl.com/player/8484268,29,BLR,2000-04-06,25,229,78,3,False,False,False,False,False,True,True,False,False,False,0,3566145,3566145,3566145,3566145,0,0,0,0,0,0,0,,0,100,0,8484268,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,77,85,81,98,76,75,78,77,75,77,76,65,73,56,47,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11100,2,0,1,1,4,54,28,0,3,2,1,3,0,0,0,0,1,690,750,750,
136,135,Nikke Kokko,https://www.nhl.com/player/8483668,0,FIN,2004-03-14,21,184,75,1,False,False,False,False,False,True,True,False,False,False,0,3355752,3355752,0,0,0,0,0,0,0,0,0,,0,100,0,8483668,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,78,77,74,80,77,76,78,77,76,78,77,61,65,70,40,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,136,Olivier Rodrigue,https://www.nhl.com/player/8480885,0,CAN,2000-07-06,25,158,73,2,False,False,False,False,False,True,True,False,False,False,0,3253813,3253813,3253813,0,0,0,0,0,0,0,0,,0,100,0,8480885,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,76,86,82,70,75,74,76,75,74,76,75,65,73,65,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,137,Oscar Dansk,https://www.nhl.com/player/8476861,0,SWE,1994-02-28,31,204,75,2,False,False,False,False,False,True,True,False,False,False,0,3443668,3443668,3443668,0,0,0,0,0,0,0,0,,0,100,0,8476861,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,72,83,78,84,71,70,72,71,70,72,71,72,85,61,40,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,138,Parker Gahagen,https://www.nhl.com/player/8480481,0,USA,1993-05-17,32,195,74,1,False,False,False,False,False,True,True,False,False,False,0,3495540,3495540,0,0,0,0,0,0,0,0,0,,0,100,0,8480481,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,78,73,79,74,73,75,74,73,75,74,72,86,27,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,139,Pavel Cajan,https://www.nhl.com/player/8483805,0,CZE,2002-10-13,22,176,74,3,False,False,False,False,False,True,True,False,False,False,0,1843200,1843200,1843200,1843200,0,0,0,0,0,0,0,,0,100,0,8483805,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,76,72,76,66,65,67,66,65,67,66,63,69,44,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,140,Petr Mrazek,https://www.nhl.com/player/8475852,10,CZE,1992-02-14,33,188,74,4,False,False,False,False,False,True,True,False,False,False,0,4784551,4784551,4784551,4784551,4784551,0,0,0,0,0,0,,0,100,0,8475852,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,90,89,84,78,89,88,90,89,88,90,89,82,87,52,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,141,Pheonix Copley,https://www.nhl.com/player/8477831,0,USA,1992-01-18,33,205,76,5,False,False,False,False,False,True,True,False,False,False,0,5365350,5365350,5365350,5365350,5365350,5365350,0,0,0,0,0,,0,100,0,8477831,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,77,81,76,87,76,75,77,76,75,77,76,73,87,46,40,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,142,Philipp Grubauer,https://www.nhl.com/player/8475831,24,DEU,1991-11-25,33,188,73,5,False,False,False,False,False,True,True,False,False,False,0,4355581,4355581,4355581,4355581,4355581,4355581,0,0,0,0,0,,0,100,0,8475831,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,84,85,78,75,83,82,84,83,82,84,83,79,88,46,39,80,1,1549,0,1,0,0,4,17,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,143,Pyotr Kochetkov,https://www.nhl.com/player/8481611,5,RUS,1999-06-25,26,193,75,2,False,False,False,False,False,True,True,False,False,False,0,3028540,3028540,3028540,0,0,0,0,0,0,0,0,,0,100,0,8481611,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,91,89,85,82,90,90,91,90,90,91,90,67,75,73,47,84,3,11100,2,1,0,0,8,79,38,0,1,3,0,3,0,0,0,0,0,180,560,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,144,Remi Poirier,https://www.nhl.com/player/8482465,0,CAN,2001-10-06,24,210,74,5,False,False,False,False,False,True,True,False,False,False,0,3097468,3097468,3097468,3097468,3097468,3097468,0,0,0,0,0,,0,100,0,8482465,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,77,84,80,82,76,75,77,76,75,77,76,64,71,48,40,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,145,Ruslan Khazheyev,https://www.nhl.com/player/8484440,0,RUS,2004-11-20,20,201,78,2,False,False,False,False,False,True,True,False,False,False,0,2335945,2335945,2335945,0,0,0,0,0,0,0,0,,0,100,0,8484440,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,74,71,93,67,66,68,67,66,68,67,61,65,49,40,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,146,Ryan Fanti,https://www.nhl.com/player/8483534,0,CAN,1999-10-03,26,194,75,2,False,False,False,False,False,True,True,False,False,False,0,2610136,2610136,2610136,0,0,0,0,0,0,0,0,,0,100,0,8483534,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,72,73,68,82,71,70,72,71,70,72,71,66,75,42,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
