Number,Transaction,DateTime,Empty
1591,Brandon Tanev of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1592,Cole Perfetti of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1593,Vladislav Namestnikov of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1594,Luke Schenn of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1595,Nino Niederreiter of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1596,Mason Appleton of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1597,Alex Iafallo of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1598,Logan Stanley of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1599,Nikita Chibrikov of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1600,Connor Hellebuyck of Winnipeg Jets was sent to pro.,2025-08-15 5:04:10 PM,
1601,Pro Roster Limit Minimum Left Wing Value Modified to 1,2025-08-15 5:05:24 PM,
1602,Pro Roster Limit Minimum Right Wing Value Modified to 1,2025-08-15 5:05:24 PM,
1603,Pro Roster Limit Minimum Center Value Modified to 1,2025-08-15 5:05:25 PM,
1604,Pro Roster Limit Minimum Center Value Modified to 0,2025-08-15 5:05:25 PM,
1605,Pro Roster Limit Minimum Left Wing Value Modified to 0,2025-08-15 5:05:26 PM,
1606,Pro Roster Limit Minimum Right Wing Value Modified to 0,2025-08-15 5:05:26 PM,
1607,Auto Roster Function has been run for Anaheim Ducks.,2025-08-15 5:05:37 PM,
1608,Fabian Lysell of Boston Bruins was sent to farm.,2025-08-15 5:05:37 PM,
1609,Fraser Minten of Boston Bruins was sent to farm.,2025-08-15 5:05:37 PM,
1610,Oliver Wahlstrom of Boston Bruins was sent to farm.,2025-08-15 5:05:37 PM,
1611,Michael Callahan of Boston Bruins was sent to farm.,2025-08-15 5:05:37 PM,
1612,Marat Khusnutdinov of Boston Bruins was sent to farm.,2025-08-15 5:05:37 PM,
1613,Henri Jokiharju of Boston Bruins was sent to farm.,2025-08-15 5:05:37 PM,
1614,Auto Roster Function has been run for Boston Bruins.,2025-08-15 5:05:37 PM,
1615,Auto Roster Function has been run for Buffalo Sabres.,2025-08-15 5:05:37 PM,
1616,Auto Roster Function has been run for Calgary Flames.,2025-08-15 5:05:37 PM,
1617,William Carrier of Carolina Hurricanes was sent to pro.,2025-08-15 5:05:37 PM,
1618,Jackson Blake of Carolina Hurricanes was sent to farm.,2025-08-15 5:05:37 PM,
1619,Auto Roster Function has been run for Carolina Hurricanes.,2025-08-15 5:05:37 PM,
1620,Alex Vlasic of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1621,Connor Bedard of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1622,Connor Murphy of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1623,Teuvo Teravainen of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1624,Nick Foligno of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1625,Alec Martinez of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1626,Ryan Donato of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1627,TJ Brodie of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1628,Tyler Bertuzzi of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1629,Jason Dickinson of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1630,Ilya Mikheyev of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1631,Louis Crevier of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1632,Philipp Kurashev of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1633,Ethan Del Mastro of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1634,Frank Nazar of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1635,Andreas Athanasiou of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1636,Joe Veleno of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1637,Lukas Reichel of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1638,Arvid Soderblom of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1639,Spencer Knight of Chicago Blackhawks was sent to pro.,2025-08-15 5:05:37 PM,
1640,Auto Roster Function has been run for Chicago Blackhawks.,2025-08-15 5:05:37 PM,
1641,Auto Roster Function has been run for Colorado Avalanche.,2025-08-15 5:05:37 PM,
1642,Auto Roster Function has been run for Columbus Blue Jackets.,2025-08-15 5:05:37 PM,
1643,Auto Roster Function has been run for Dallas Stars.,2025-08-15 5:05:37 PM,
1644,Auto Roster Function has been run for Detroit Red Wings.,2025-08-15 5:05:37 PM,
1645,Jesper Boqvist of Florida Panthers was sent to pro.,2025-08-15 5:05:38 PM,
1646,Mackie Samoskevich of Florida Panthers was sent to farm.,2025-08-15 5:05:38 PM,
1647,Auto Roster Function has been run for Florida Panthers.,2025-08-15 5:05:38 PM,
1648,Auto Roster Function has been run for Los Angeles Kings.,2025-08-15 5:05:38 PM,
1649,Auto Roster Function has been run for Minnesota Wild.,2025-08-15 5:05:38 PM,
1650,Joshua Roy of Montreal Canadiens was sent to pro.,2025-08-15 5:05:38 PM,
1651,Lucas Condotta of Montreal Canadiens was sent to farm.,2025-08-15 5:05:38 PM,
1652,Auto Roster Function has been run for Montreal Canadiens.,2025-08-15 5:05:38 PM,
1653,Auto Roster Function has been run for Nashville Predators.,2025-08-15 5:05:38 PM,
1654,Auto Roster Function has been run for New Jersey Devils.,2025-08-15 5:05:38 PM,
1655,Auto Roster Function has been run for New York Islanders.,2025-08-15 5:05:38 PM,
1656,Brett Berard of New York Rangers was sent to pro.,2025-08-15 5:05:38 PM,
1657,Nicolas Aube-Kubel of New York Rangers was sent to farm.,2025-08-15 5:05:38 PM,
1658,Auto Roster Function has been run for New York Rangers.,2025-08-15 5:05:38 PM,
1659,Auto Roster Function has been run for Ottawa Senators.,2025-08-15 5:05:38 PM,
1660,Auto Roster Function has been run for Philadelphia Flyers.,2025-08-15 5:05:38 PM,
1661,Auto Roster Function has been run for Pittsburgh Penguins.,2025-08-15 5:05:38 PM,
1662,Mario Ferraro of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1663,Tyler Toffoli of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1664,Alexander Wennberg of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1665,Jan Rutta of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1666,William Eklund of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1667,Macklin Celebrini of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1668,Marc-Edouard Vlasic of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1669,Timothy Liljegren of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1670,Henry Thrun of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1671,Shakir Mukhamadullin of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1672,Barclay Goodrow of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1673,Will Smith of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1674,Ty Dellandrea of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1675,Walker Duehr of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1676,Klim Kostin of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1677,Collin Graf of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1678,Noah Gregor of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1679,Ethan Cardwell of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1680,Alexandar Georgiev of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1681,Yaroslav Askarov of San Jose Sharks was sent to pro.,2025-08-15 5:05:38 PM,
1682,Auto Roster Function has been run for San Jose Sharks.,2025-08-15 5:05:38 PM,
1683,Auto Roster Function has been run for St. Louis Blues.,2025-08-15 5:05:39 PM,
1684,Zemgus Girgensons of Tampa Bay Lightning was sent to pro.,2025-08-15 5:05:39 PM,
1685,Dylan Duke of Tampa Bay Lightning was sent to farm.,2025-08-15 5:05:39 PM,
1686,Auto Roster Function has been run for Tampa Bay Lightning.,2025-08-15 5:05:39 PM,
1687,Auto Roster Function has been run for Toronto Maple Leafs.,2025-08-15 5:05:39 PM,
1688,Auto Roster Function has been run for Utah Mammoth.,2025-08-15 5:05:39 PM,
1689,Auto Roster Function has been run for Vancouver Canucks.,2025-08-15 5:05:39 PM,
1690,Auto Roster Function has been run for Vegas Golden Knights.,2025-08-15 5:05:39 PM,
1691,Morgan Barron of Winnipeg Jets was sent to pro.,2025-08-15 5:05:40 PM,
1692,Nikita Chibrikov of Winnipeg Jets was sent to farm.,2025-08-15 5:05:40 PM,
1693,Edmonton Oilers roster errors : Not enough Goalie available in Pro Team! 1 Dressed. 2 Required.
Some errors will be automatically fixed.
,2025-08-15 5:05:48 PM,
1694,Bakersfield Condors roster errors : Not enough Players available in Pro Team! 19 Dressed. 20 Required.
Some errors will be automatically fixed.
,2025-08-15 5:05:48 PM,
1695,Calvin Pickard of Edmonton Oilers was sent to pro.,2025-08-15 5:06:04 PM,
1696,Auto Lines Function has been run for Anaheim Ducks.,2025-08-15 5:06:14 PM,
1697,Auto Lines Farm Function has been run for San Diego Gulls.,2025-08-15 5:06:15 PM,
1698,Auto Lines Function has been run for Boston Bruins.,2025-08-15 5:06:15 PM,
1699,Auto Lines Farm Function has been run for Providence Bruins.,2025-08-15 5:06:15 PM,
1700,Auto Lines Function has been run for Buffalo Sabres.,2025-08-15 5:06:15 PM,
1701,Auto Lines Farm Function has been run for Rochester Americans.,2025-08-15 5:06:15 PM,
1702,Auto Lines Function has been run for Calgary Flames.,2025-08-15 5:06:15 PM,
1703,Auto Lines Farm Function has been run for Calgary Wranglers.,2025-08-15 5:06:15 PM,
1704,Auto Lines Function has been run for Carolina Hurricanes.,2025-08-15 5:06:15 PM,
1705,Auto Lines Farm Function has been run for Charlotte Checkers.,2025-08-15 5:06:15 PM,
1706,Auto Lines Function has been run for Chicago Blackhawks.,2025-08-15 5:06:15 PM,
1707,Auto Lines Farm Function has been run for Rockford IceHogs.,2025-08-15 5:06:15 PM,
1708,Auto Lines Function has been run for Colorado Avalanche.,2025-08-15 5:06:15 PM,
1709,Auto Lines Farm Function has been run for Colorado Eagles.,2025-08-15 5:06:15 PM,
1710,Auto Lines Function has been run for Columbus Blue Jackets.,2025-08-15 5:06:15 PM,
1711,Auto Lines Farm Function has been run for Cleveland Monsters.,2025-08-15 5:06:15 PM,
1712,Auto Lines Function has been run for Dallas Stars.,2025-08-15 5:06:15 PM,
1713,Auto Lines Farm Function has been run for Texas Stars.,2025-08-15 5:06:15 PM,
1714,Auto Lines Function has been run for Detroit Red Wings.,2025-08-15 5:06:15 PM,
1715,Auto Lines Farm Function has been run for Grand Rapids Griffins.,2025-08-15 5:06:15 PM,
1716,Auto Lines Function has been run for Edmonton Oilers.,2025-08-15 5:06:15 PM,
1717,Auto Lines Farm Function has been run for Bakersfield Condors.,2025-08-15 5:06:15 PM,
1718,Auto Lines Function has been run for Florida Panthers.,2025-08-15 5:06:15 PM,
1719,Auto Lines Farm Function has been run for Jacksonville Barons.,2025-08-15 5:06:15 PM,
1720,Auto Lines Function has been run for Los Angeles Kings.,2025-08-15 5:06:15 PM,
1721,Auto Lines Farm Function has been run for Ontario Reign.,2025-08-15 5:06:15 PM,
1722,Auto Lines Function has been run for Minnesota Wild.,2025-08-15 5:06:15 PM,
1723,Auto Lines Farm Function has been run for Iowa Wild.,2025-08-15 5:06:15 PM,
1724,Auto Lines Function has been run for Montreal Canadiens.,2025-08-15 5:06:15 PM,
1725,Auto Lines Farm Function has been run for Laval Rocket.,2025-08-15 5:06:15 PM,
1726,Auto Lines Function has been run for Nashville Predators.,2025-08-15 5:06:15 PM,
1727,Auto Lines Farm Function has been run for Milwaukee Admirals.,2025-08-15 5:06:15 PM,
1728,Auto Lines Function has been run for New Jersey Devils.,2025-08-15 5:06:15 PM,
1729,Auto Lines Farm Function has been run for Utica Comets.,2025-08-15 5:06:15 PM,
1730,Auto Lines Function has been run for New York Islanders.,2025-08-15 5:06:15 PM,
1731,Auto Lines Farm Function has been run for Bridgeport Islanders.,2025-08-15 5:06:15 PM,
1732,Auto Lines Function has been run for New York Rangers.,2025-08-15 5:06:15 PM,
1733,Auto Lines Farm Function has been run for Hartford Wolf Pack.,2025-08-15 5:06:15 PM,
1734,Auto Lines Function has been run for Ottawa Senators.,2025-08-15 5:06:15 PM,
1735,Auto Lines Farm Function has been run for Belleville Senators.,2025-08-15 5:06:15 PM,
1736,Auto Lines Function has been run for Philadelphia Flyers.,2025-08-15 5:06:15 PM,
1737,Auto Lines Farm Function has been run for Lehigh Valley Phantoms.,2025-08-15 5:06:15 PM,
1738,Auto Lines Function has been run for Pittsburgh Penguins.,2025-08-15 5:06:15 PM,
1739,Auto Lines Farm Function has been run for Wilkes-Barre/Scranton Penguins.,2025-08-15 5:06:15 PM,
1740,Auto Lines Function has been run for San Jose Sharks.,2025-08-15 5:06:15 PM,
1741,Auto Lines Farm Function has been run for San Jose Barracuda.,2025-08-15 5:06:15 PM,
1742,Auto Lines Farm Function has been run for Coachella Valley Firebirds.,2025-08-15 5:06:20 PM,
1743,Auto Lines Function has been run for St. Louis Blues.,2025-08-15 5:06:20 PM,
1744,Auto Lines Farm Function has been run for Springfield Thunderbirds.,2025-08-15 5:06:20 PM,
1745,Auto Lines Function has been run for Tampa Bay Lightning.,2025-08-15 5:06:20 PM,
1746,Auto Lines Farm Function has been run for Syracuse Crunch.,2025-08-15 5:06:20 PM,
1747,Auto Lines Function has been run for Toronto Maple Leafs.,2025-08-15 5:06:20 PM,
1748,Auto Lines Farm Function has been run for Toronto Marlies.,2025-08-15 5:06:20 PM,
1749,Auto Lines Function has been run for Utah Mammoth.,2025-08-15 5:06:20 PM,
1750,Auto Lines Farm Function has been run for Tucson Roadrunners.,2025-08-15 5:06:20 PM,
1751,Auto Lines Function has been run for Vancouver Canucks.,2025-08-15 5:06:20 PM,
1752,Auto Lines Farm Function has been run for Abbotsford Canucks.,2025-08-15 5:06:20 PM,
1753,Auto Lines Function has been run for Vegas Golden Knights.,2025-08-15 5:06:20 PM,
1754,Auto Lines Farm Function has been run for Henderson Silver Knights.,2025-08-15 5:06:20 PM,
1755,Auto Lines Farm Function has been run for Hershey Bears.,2025-08-15 5:06:22 PM,
1756,Auto Lines Farm Function has been run for Manitoba Moose.,2025-08-15 5:06:23 PM,
1757,Seattle Kraken roster errors : Not enough Forward available in Pro Team! 0 Dressed. 12 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.
,2025-08-15 5:06:27 PM,
1758,Coachella Valley Firebirds roster errors : Not enough Players available in Pro Team! 0 Dressed. 20 Required.
Some errors will be automatically fixed.
,2025-08-15 5:06:27 PM,
1759,Adam Larsson of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1760,Andre Burakovsky of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1761,Brandon Montour of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1762,Chandler Stephenson of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1763,Eeli Tolvanen of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1764,Jaden Schwartz of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1765,Jamie Oleksiak of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1766,Jani Nyman of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1767,Jared McCann of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1768,Joey Daccord of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1769,John Hayden of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1770,Jordan Eberle of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1771,Kaapo Kakko of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1772,Matty Beniers of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1773,Michael Eyssimont of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1774,Mitchell Stephens of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1775,Philipp Grubauer of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1776,Ryker Evans of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1777,Shane Wright of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1778,Tye Kartye of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1779,Vince Dunn of Seattle Kraken was sent to pro.,2025-08-15 5:06:31 PM,
1780,Sammy Blais was added to Seattle Kraken.,2025-08-15 5:10:28 PM,
1781,Seattle Kraken roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Too many Players available in Pro Team! 19 Dressed. Maximum is 18.
Some errors will be automatically fixed.
,2025-08-15 5:10:33 PM,
1782,Sammy Blais of Seattle Kraken was sent to pro.,2025-08-15 5:10:34 PM,
1783,Washington Capitals roster errors : Not enough Forward available in Pro Team! 0 Dressed. 12 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.
,2025-08-15 5:10:48 PM,
1784,Hershey Bears roster errors : Not enough Players available in Pro Team! 0 Dressed. 20 Required.
Some errors will be automatically fixed.
,2025-08-15 5:10:48 PM,
1785,Alex Ovechkin of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1786,Aliaksei Protas of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1787,Andrew Mangiapane of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1788,Anthony Beauvillier of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1789,Brandon Duhaime of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1790,Charlie Lindgren of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1791,Connor McMichael of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1792,Dylan Strome of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1793,Ethen Frank of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1794,Ivan Miroshnichenko of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1795,Jakob Chychrun of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1796,John Carlson of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1797,Lars Eller of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1798,Logan Thompson of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1799,Matt Roy of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1800,Michael Sgarbossa of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1801,Nic Dowd of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1802,Pierre-Luc Dubois of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1803,Rasmus Sandin of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1804,Taylor Raddysh of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1805,Tom Wilson of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1806,Trevor van Riemsdyk of Washington Capitals was sent to pro.,2025-08-15 5:10:52 PM,
1807,Travis Dermott was added to Washington Capitals.,2025-08-15 5:11:52 PM,
1808,Washington Capitals roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Too many Players available in Pro Team! 20 Dressed. Maximum is 18.
Some errors will be automatically fixed.
,2025-08-15 5:11:56 PM,
1809,Travis Dermott of Washington Capitals was sent to pro.,2025-08-15 5:11:57 PM,
1810,Washington Capitals roster errors : Too many Players available in Pro Team! 21 Dressed. Maximum is 18.
Some errors will be automatically fixed.
,2025-08-15 5:12:02 PM,
1811,Ivan Miroshnichenko of Washington Capitals was sent to farm.,2025-08-15 5:12:03 PM,
1812,Ethen Frank of Washington Capitals was sent to farm.,2025-08-15 5:12:03 PM,
1813,Taylor Raddysh of Washington Capitals was sent to farm.,2025-08-15 5:12:03 PM,
1814,Auto Roster Function has been run for Washington Capitals.,2025-08-15 5:12:03 PM,
1815,Winnipeg Jets roster errors : Not enough Goalie available in Pro Team! 1 Dressed. 2 Required.
Some errors will be automatically fixed.
,2025-08-15 5:12:14 PM,
1816,Manitoba Moose roster errors : Not enough Players available in Pro Team! 19 Dressed. 20 Required.
Some errors will be automatically fixed.
,2025-08-15 5:12:14 PM,
1817,Eric Comrie of Winnipeg Jets was sent to pro.,2025-08-15 5:12:16 PM,
1818,Auto Lines Function has been run for Winnipeg Jets.,2025-08-15 5:12:23 PM,
1819,Auto Lines Function has been run for Washington Capitals.,2025-08-15 5:12:31 PM,
1820,Seattle Kraken roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Too many Players available in Pro Team! 20 Dressed. Maximum is 18.
Some errors will be automatically fixed.
,2025-08-15 5:12:35 PM,
1821,Seattle Kraken paid $0 to release Sammy Blais.,2025-08-15 5:12:54 PM,
1822,Sammy Blais was released by Seattle Kraken.,2025-08-15 5:12:54 PM,
1823,Scott Harrington was added to Seattle Kraken.,2025-08-15 5:13:36 PM,
1824,Scott Harrington of Seattle Kraken was sent to pro.,2025-08-15 5:13:41 PM,
1825,Auto Roster Partial Function has been run for Seattle Kraken.,2025-08-15 5:13:41 PM,
1826,Auto Lines Function has been run for Seattle Kraken.,2025-08-15 5:13:41 PM,
1827,Sammy Blais legacy salary cap value is incorrect. It was reset to $4-209-000.,2025-08-15 5:13:56 PM,
1828,Season #1 has started!,2025-08-15 5:13:56 PM,
1829,Toronto Marlies hired John Gruden for $1 for 1 year(s).,2025-08-15 5:14:36 PM,
1830,Salary Cap Fix Value Value Modified to $85-500-000,2025-08-15 5:14:59 PM,
1831,Providence Bruins hired Ryan Mougenel for $1 for 1 year(s).,2025-08-15 5:15:55 PM,
1832,Rockford IceHogs hired Mark Eaton for $1 for 1 year(s).,2025-08-15 5:16:47 PM,
1833,Ontario Reign hired Jack Capuano for $1 for 1 year(s).,2025-08-15 5:17:35 PM,
1834,Jacksonville Barons hired Cam Abbott for $1 for 1 year(s).,2025-08-15 5:18:06 PM,
1835,New Record for Player (Aaron Ekblad) Most Ice Time (21:16) in 1 Game!,2025-08-15 5:18:14 PM,
1836,New Record for Player (Aaron Ekblad) Most Shots Blocked (2) in 1 Game!,2025-08-15 5:18:14 PM,
1837,New Record for Player (Aaron Ekblad) Best Plus/Minus (2) in 1 Game!,2025-08-15 5:18:14 PM,
1838,New Record for Player (Aleksander Barkov) Most Ice Time (25:04) in 1 Game!,2025-08-15 5:18:14 PM,
1839,New Record for Player (Aleksander Barkov) Most Assists (1) in 1 Game!,2025-08-15 5:18:14 PM,
1840,New Record for Player (Aleksander Barkov) Most Points (1) in 1 Game!,2025-08-15 5:18:14 PM,
1841,New Record for Player (Aleksander Barkov) Most Shots (1) in 1 Game!,2025-08-15 5:18:14 PM,
1842,New Record for Player (Aleksander Barkov) Most Hits (2) in 1 Game!,2025-08-15 5:18:14 PM,
1843,New Record for Player (Brad Marchand) Most Goals (1) in 1 Game!,2025-08-15 5:18:14 PM,
1844,New Record for Player (Brad Marchand) Most Assists (3) in 1 Game!,2025-08-15 5:18:14 PM,
1845,New Record for Player (Brad Marchand) Most Points (4) in 1 Game!,2025-08-15 5:18:14 PM,
1846,New Record for Player (Brad Marchand) Most Shots (4) in 1 Game!,2025-08-15 5:18:14 PM,
1847,New Record for Player (Brad Marchand) Best Plus/Minus (4) in 1 Game!,2025-08-15 5:18:14 PM,
1848,New Record for Player (Carter Verhaeghe) Most Goals (2) in 1 Game!,2025-08-15 5:18:14 PM,
1849,New Record for Player (Carter Verhaeghe) Most Assists (4) in 1 Game!,2025-08-15 5:18:14 PM,
1850,New Record for Player (Carter Verhaeghe) Most Points (6) in 1 Game!,2025-08-15 5:18:14 PM,
1851,New Record for Player (Carter Verhaeghe) Most Shots (7) in 1 Game!,2025-08-15 5:18:14 PM,
1852,New Record for Player (Eetu Luostarinen) Worse Plus/Minus (-1) in 1 Game!,2025-08-15 5:18:14 PM,
1853,New Record for Player (Gustav Forsling) Most Ice Time (25:05) in 1 Game!,2025-08-15 5:18:14 PM,
1854,New Record for Team's Most Goals (7) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1855,New Record for Team's Most Assists (13) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1856,New Record for Team's Most Points (20) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1857,New Record for Team's Most Shots (28) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1858,New Record for Team's Most Shots Blocked (7) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1859,New Record for Team's Most Hits (16) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1860,New Record for Team's Most Goals (7) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1861,New Record for Team's Most Assists (13) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1862,New Record for Team's Most Points (20) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1863,New Record for Team's Most Shots (28) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1864,New Record for Team's Most Shots Blocked (7) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1865,New Record for Team's Most Hits (16) in 1 Game for Florida Panthers!,2025-08-15 5:18:14 PM,
1866,New Record for Player (Connor Bedard) Most Ice Time (25:08) in 1 Game!,2025-08-15 5:18:14 PM,
1867,New Record for Player (Connor Bedard) Worse Plus/Minus (-3) in 1 Game!,2025-08-15 5:18:14 PM,
1868,New Record for Player (Connor Murphy) Most Penalties Minutes (4) in 1 Game!,2025-08-15 5:18:14 PM,
1869,New Record for Player (Ryan Donato) Most Hits (3) in 1 Game!,2025-08-15 5:18:14 PM,
1870,New Record for Team's Most Shots (30) in 1 Game for Chicago Blackhawks!,2025-08-15 5:18:14 PM,
1871,New Record for Team's Most Penalties Minutes (8) in 1 Game for Chicago Blackhawks!,2025-08-15 5:18:14 PM,
1872,New Record for Team's Most Hits (18) in 1 Game for Chicago Blackhawks!,2025-08-15 5:18:14 PM,
1873,New Record for Team's Most Goals (1) in 1 Game for Chicago Blackhawks!,2025-08-15 5:18:14 PM,
1874,New Record for Team's Most Assists (2) in 1 Game for Chicago Blackhawks!,2025-08-15 5:18:14 PM,
1875,New Record for Team's Most Points (3) in 1 Game for Chicago Blackhawks!,2025-08-15 5:18:14 PM,
1876,New Record for Team's Most Shots (30) in 1 Game for Chicago Blackhawks!,2025-08-15 5:18:14 PM,
1877,New Record for Team's Most Shots Blocked (4) in 1 Game for Chicago Blackhawks!,2025-08-15 5:18:14 PM,
1878,New Record for Team's Most Penalties Minutes (8) in 1 Game for Chicago Blackhawks!,2025-08-15 5:18:14 PM,
