Number,Transaction
1447,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for Florida Panthers.
1448,[2025-08-15 5:04:09 PM] - Alex Turcotte of Los Angeles Kings was sent to pro.
1449,[2025-08-15 5:04:09 PM] - Jacob Moverare of Los Angeles Kings was sent to farm.
1450,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for Los Angeles Kings.
1451,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for Minnesota Wild.
1452,[2025-08-15 5:04:09 PM] - Nick Suzuki of Montreal Canadiens was sent to pro.
1453,[2025-08-15 5:04:09 PM] - Mike Matheson of Montreal Canadiens was sent to pro.
1454,[2025-08-15 5:04:09 PM] - David Savard of Montreal Canadiens was sent to pro.
1455,[2025-08-15 5:04:09 PM] - Cole Caufield of Montreal Canadiens was sent to pro.
1456,[2025-08-15 5:04:09 PM] - Kaiden Guhle of Montreal Canadiens was sent to pro.
1457,[2025-08-15 5:04:09 PM] - Alexandre Carrier of Montreal Canadiens was sent to pro.
1458,[2025-08-15 5:04:09 PM] - Jake Evans of Montreal Canadiens was sent to pro.
1459,[2025-08-15 5:04:09 PM] - Patrik Laine of Montreal Canadiens was sent to pro.
1460,[2025-08-15 5:04:09 PM] - Joel Armia of Montreal Canadiens was sent to pro.
1461,[2025-08-15 5:04:09 PM] - Lane Hutson of Montreal Canadiens was sent to pro.
1462,[2025-08-15 5:04:09 PM] - Josh Anderson of Montreal Canadiens was sent to pro.
1463,[2025-08-15 5:04:09 PM] - Kirby Dach of Montreal Canadiens was sent to pro.
1464,[2025-08-15 5:04:09 PM] - Christian Dvorak of Montreal Canadiens was sent to pro.
1465,[2025-08-15 5:04:09 PM] - Brendan Gallagher of Montreal Canadiens was sent to pro.
1466,[2025-08-15 5:04:09 PM] - Arber Xhekaj of Montreal Canadiens was sent to pro.
1467,[2025-08-15 5:04:09 PM] - Alex Newhook of Montreal Canadiens was sent to pro.
1468,[2025-08-15 5:04:09 PM] - Emil Heineman of Montreal Canadiens was sent to pro.
1469,[2025-08-15 5:04:09 PM] - Lucas Condotta of Montreal Canadiens was sent to pro.
1470,[2025-08-15 5:04:09 PM] - Sam Montembeault of Montreal Canadiens was sent to pro.
1471,[2025-08-15 5:04:09 PM] - Cayden Primeau of Montreal Canadiens was sent to pro.
1472,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for Montreal Canadiens.
1473,[2025-08-15 5:04:09 PM] - Roman Josi of Nashville Predators was sent to pro.
1474,[2025-08-15 5:04:09 PM] - Filip Forsberg of Nashville Predators was sent to pro.
1475,[2025-08-15 5:04:09 PM] - Brady Skjei of Nashville Predators was sent to pro.
1476,[2025-08-15 5:04:09 PM] - Ryan O'Reilly of Nashville Predators was sent to pro.
1477,[2025-08-15 5:04:09 PM] - Steven Stamkos of Nashville Predators was sent to pro.
1478,[2025-08-15 5:04:09 PM] - Jonathan Marchessault of Nashville Predators was sent to pro.
1479,[2025-08-15 5:04:09 PM] - Colton Sissons of Nashville Predators was sent to pro.
1480,[2025-08-15 5:04:09 PM] - Michael Bunting of Nashville Predators was sent to pro.
1481,[2025-08-15 5:04:09 PM] - Nick Blankenburg of Nashville Predators was sent to pro.
1482,[2025-08-15 5:04:09 PM] - Michael McCarron of Nashville Predators was sent to pro.
1483,[2025-08-15 5:04:09 PM] - Justin Barron of Nashville Predators was sent to pro.
1484,[2025-08-15 5:04:09 PM] - Andreas Englund of Nashville Predators was sent to pro.
1485,[2025-08-15 5:04:09 PM] - Luke Evangelista of Nashville Predators was sent to pro.
1486,[2025-08-15 5:04:09 PM] - Cole Smith of Nashville Predators was sent to pro.
1487,[2025-08-15 5:04:09 PM] - Jordan Oesterle of Nashville Predators was sent to pro.
1488,[2025-08-15 5:04:09 PM] - Jakub Vrana of Nashville Predators was sent to pro.
1489,[2025-08-15 5:04:09 PM] - Zachary L'Heureux of Nashville Predators was sent to pro.
1490,[2025-08-15 5:04:09 PM] - Fedor Svechkov of Nashville Predators was sent to pro.
1491,[2025-08-15 5:04:09 PM] - Juuse Saros of Nashville Predators was sent to pro.
1492,[2025-08-15 5:04:09 PM] - Justus Annunen of Nashville Predators was sent to pro.
1493,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for Nashville Predators.
1494,[2025-08-15 5:04:09 PM] - Curtis Lazar of New Jersey Devils was sent to pro.
1495,[2025-08-15 5:04:09 PM] - Cody Glass of New Jersey Devils was sent to pro.
1496,[2025-08-15 5:04:09 PM] - Simon Nemec of New Jersey Devils was sent to farm.
1497,[2025-08-15 5:04:09 PM] - Jonas Siegenthaler of New Jersey Devils was sent to farm.
1498,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for New Jersey Devils.
1499,[2025-08-15 5:04:09 PM] - Kyle MacLean of New York Islanders was sent to pro.
1500,[2025-08-15 5:04:09 PM] - Scott Perunovich of New York Islanders was sent to farm.
1501,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for New York Islanders.
1502,[2025-08-15 5:04:09 PM] - J.T. Miller of New York Rangers was sent to pro.
1503,[2025-08-15 5:04:09 PM] - Artemi Panarin of New York Rangers was sent to pro.
1504,[2025-08-15 5:04:09 PM] - Vincent Trocheck of New York Rangers was sent to pro.
1505,[2025-08-15 5:04:09 PM] - Mika Zibanejad of New York Rangers was sent to pro.
1506,[2025-08-15 5:04:09 PM] - Adam Fox of New York Rangers was sent to pro.
1507,[2025-08-15 5:04:09 PM] - K'Andre Miller of New York Rangers was sent to pro.
1508,[2025-08-15 5:04:09 PM] - Chris Kreider of New York Rangers was sent to pro.
1509,[2025-08-15 5:04:09 PM] - Braden Schneider of New York Rangers was sent to pro.
1510,[2025-08-15 5:04:09 PM] - Will Borgen of New York Rangers was sent to pro.
1511,[2025-08-15 5:04:09 PM] - Carson Soucy of New York Rangers was sent to pro.
1512,[2025-08-15 5:04:09 PM] - Urho Vaakanainen of New York Rangers was sent to pro.
1513,[2025-08-15 5:04:09 PM] - Will Cuylle of New York Rangers was sent to pro.
1514,[2025-08-15 5:04:09 PM] - Juuso Parssinen of New York Rangers was sent to pro.
1515,[2025-08-15 5:04:09 PM] - Sam Carrick of New York Rangers was sent to pro.
1516,[2025-08-15 5:04:09 PM] - Jonny Brodzinski of New York Rangers was sent to pro.
1517,[2025-08-15 5:04:09 PM] - Adam Edstrom of New York Rangers was sent to pro.
1518,[2025-08-15 5:04:09 PM] - Arthur Kaliyev of New York Rangers was sent to pro.
1519,[2025-08-15 5:04:09 PM] - Nicolas Aube-Kubel of New York Rangers was sent to pro.
1520,[2025-08-15 5:04:09 PM] - Igor Shesterkin of New York Rangers was sent to pro.
1521,[2025-08-15 5:04:09 PM] - Jonathan Quick of New York Rangers was sent to pro.
1522,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for New York Rangers.
1523,[2025-08-15 5:04:09 PM] - Matthew Highmore of Ottawa Senators was sent to pro.
1524,[2025-08-15 5:04:09 PM] - Nikolas Matinpalo of Ottawa Senators was sent to farm.
1525,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for Ottawa Senators.
1526,[2025-08-15 5:04:09 PM] - Rodrigo Abols of Philadelphia Flyers was sent to pro.
1527,[2025-08-15 5:04:09 PM] - Jakob Pelletier of Philadelphia Flyers was sent to farm.
1528,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for Philadelphia Flyers.
1529,[2025-08-15 5:04:09 PM] - Blake Lizotte of Pittsburgh Penguins was sent to pro.
1530,[2025-08-15 5:04:09 PM] - Joona Koppanen of Pittsburgh Penguins was sent to farm.
1531,[2025-08-15 5:04:09 PM] - Auto Roster Function has been run for Pittsburgh Penguins.
1532,[2025-08-15 5:04:10 PM] - Colton Parayko of St. Louis Blues was sent to pro.
1533,[2025-08-15 5:04:10 PM] - Robert Thomas of St. Louis Blues was sent to pro.
1534,[2025-08-15 5:04:10 PM] - Pavel Buchnevich of St. Louis Blues was sent to pro.
1535,[2025-08-15 5:04:10 PM] - Cam Fowler of St. Louis Blues was sent to pro.
1536,[2025-08-15 5:04:10 PM] - Brayden Schenn of St. Louis Blues was sent to pro.
1537,[2025-08-15 5:04:10 PM] - Jordan Kyrou of St. Louis Blues was sent to pro.
1538,[2025-08-15 5:04:10 PM] - Nick Leddy of St. Louis Blues was sent to pro.
1539,[2025-08-15 5:04:10 PM] - Justin Faulk of St. Louis Blues was sent to pro.
1540,[2025-08-15 5:04:10 PM] - Ryan Suter of St. Louis Blues was sent to pro.
1541,[2025-08-15 5:04:10 PM] - Dylan Holloway of St. Louis Blues was sent to pro.
1542,[2025-08-15 5:04:10 PM] - Philip Broberg of St. Louis Blues was sent to pro.
1543,[2025-08-15 5:04:10 PM] - Jake Neighbours of St. Louis Blues was sent to pro.
1544,[2025-08-15 5:04:10 PM] - Mathieu Joseph of St. Louis Blues was sent to pro.
1545,[2025-08-15 5:04:10 PM] - Alexey Toropchenko of St. Louis Blues was sent to pro.
1546,[2025-08-15 5:04:10 PM] - Alexandre Texier of St. Louis Blues was sent to pro.
1547,[2025-08-15 5:04:10 PM] - Oskar Sundqvist of St. Louis Blues was sent to pro.
1548,[2025-08-15 5:04:10 PM] - Radek Faksa of St. Louis Blues was sent to pro.
1549,[2025-08-15 5:04:10 PM] - Zack Bolduc of St. Louis Blues was sent to pro.
1550,[2025-08-15 5:04:10 PM] - Jordan Binnington of St. Louis Blues was sent to pro.
1551,[2025-08-15 5:04:10 PM] - Joel Hofer of St. Louis Blues was sent to pro.
1552,[2025-08-15 5:04:10 PM] - Auto Roster Function has been run for St. Louis Blues.
1553,[2025-08-15 5:04:10 PM] - Mitchell Chaffee of Tampa Bay Lightning was sent to pro.
1554,[2025-08-15 5:04:10 PM] - Nick Perbix of Tampa Bay Lightning was sent to farm.
1555,[2025-08-15 5:04:10 PM] - Auto Roster Function has been run for Tampa Bay Lightning.
1556,[2025-08-15 5:04:10 PM] - Auto Roster Function has been run for Toronto Maple Leafs.
1557,[2025-08-15 5:04:10 PM] - Barrett Hayton of Utah Mammoth was sent to pro.
1558,[2025-08-15 5:04:10 PM] - Kailer Yamamoto of Utah Mammoth was sent to farm.
1559,[2025-08-15 5:04:10 PM] - Auto Roster Function has been run for Utah Mammoth.
1560,[2025-08-15 5:04:10 PM] - Elias Pettersson of Vancouver Canucks was sent to pro.
1561,[2025-08-15 5:04:10 PM] - Quinn Hughes of Vancouver Canucks was sent to pro.
1562,[2025-08-15 5:04:10 PM] - Tyler Myers of Vancouver Canucks was sent to pro.
1563,[2025-08-15 5:04:10 PM] - Marcus Pettersson of Vancouver Canucks was sent to pro.
1564,[2025-08-15 5:04:10 PM] - Brock Boeser of Vancouver Canucks was sent to pro.
1565,[2025-08-15 5:04:10 PM] - Filip Hronek of Vancouver Canucks was sent to pro.
1566,[2025-08-15 5:04:10 PM] - Jake DeBrusk of Vancouver Canucks was sent to pro.
1567,[2025-08-15 5:04:10 PM] - Derek Forbort of Vancouver Canucks was sent to pro.
1568,[2025-08-15 5:04:10 PM] - Pius Suter of Vancouver Canucks was sent to pro.
1569,[2025-08-15 5:04:10 PM] - Conor Garland of Vancouver Canucks was sent to pro.
1570,[2025-08-15 5:04:10 PM] - Drew O'Connor of Vancouver Canucks was sent to pro.
1571,[2025-08-15 5:04:10 PM] - Kiefer Sherwood of Vancouver Canucks was sent to pro.
1572,[2025-08-15 5:04:10 PM] - Teddy Blueger of Vancouver Canucks was sent to pro.
1573,[2025-08-15 5:04:10 PM] - Filip Chytil of Vancouver Canucks was sent to pro.
1574,[2025-08-15 5:04:10 PM] - Dakota Joshua of Vancouver Canucks was sent to pro.
1575,[2025-08-15 5:04:10 PM] - Nils Hoglander of Vancouver Canucks was sent to pro.
1576,[2025-08-15 5:04:10 PM] - Erik Brannstrom of Vancouver Canucks was sent to pro.
1577,[2025-08-15 5:04:10 PM] - Linus Karlsson of Vancouver Canucks was sent to pro.
1578,[2025-08-15 5:04:10 PM] - Thatcher Demko of Vancouver Canucks was sent to pro.
1579,[2025-08-15 5:04:10 PM] - Kevin Lankinen of Vancouver Canucks was sent to pro.
1580,[2025-08-15 5:04:10 PM] - Auto Roster Function has been run for Vancouver Canucks.
1581,[2025-08-15 5:04:10 PM] - Auto Roster Function has been run for Vegas Golden Knights.
1582,[2025-08-15 5:04:10 PM] - Kyle Connor of Winnipeg Jets was sent to pro.
1583,[2025-08-15 5:04:10 PM] - Mark Scheifele of Winnipeg Jets was sent to pro.
1584,[2025-08-15 5:04:10 PM] - Nikolaj Ehlers of Winnipeg Jets was sent to pro.
1585,[2025-08-15 5:04:10 PM] - Neal Pionk of Winnipeg Jets was sent to pro.
1586,[2025-08-15 5:04:10 PM] - Gabriel Vilardi of Winnipeg Jets was sent to pro.
1587,[2025-08-15 5:04:10 PM] - Josh Morrissey of Winnipeg Jets was sent to pro.
1588,[2025-08-15 5:04:10 PM] - Adam Lowry of Winnipeg Jets was sent to pro.
1589,[2025-08-15 5:04:10 PM] - Dylan DeMelo of Winnipeg Jets was sent to pro.
1590,[2025-08-15 5:04:10 PM] - Dylan Samberg of Winnipeg Jets was sent to pro.
1591,[2025-08-15 5:04:10 PM] - Brandon Tanev of Winnipeg Jets was sent to pro.
1592,[2025-08-15 5:04:10 PM] - Cole Perfetti of Winnipeg Jets was sent to pro.
1593,[2025-08-15 5:04:10 PM] - Vladislav Namestnikov of Winnipeg Jets was sent to pro.
1594,[2025-08-15 5:04:10 PM] - Luke Schenn of Winnipeg Jets was sent to pro.
1595,[2025-08-15 5:04:10 PM] - Nino Niederreiter of Winnipeg Jets was sent to pro.
1596,[2025-08-15 5:04:10 PM] - Mason Appleton of Winnipeg Jets was sent to pro.
1597,[2025-08-15 5:04:10 PM] - Alex Iafallo of Winnipeg Jets was sent to pro.
1598,[2025-08-15 5:04:10 PM] - Logan Stanley of Winnipeg Jets was sent to pro.
1599,[2025-08-15 5:04:10 PM] - Nikita Chibrikov of Winnipeg Jets was sent to pro.
1600,[2025-08-15 5:04:10 PM] - Connor Hellebuyck of Winnipeg Jets was sent to pro.
1601,[2025-08-15 5:05:24 PM] - Pro Roster Limit Minimum Left Wing Value Modified to 1
1602,[2025-08-15 5:05:24 PM] - Pro Roster Limit Minimum Right Wing Value Modified to 1
1603,[2025-08-15 5:05:25 PM] - Pro Roster Limit Minimum Center Value Modified to 1
1604,[2025-08-15 5:05:25 PM] - Pro Roster Limit Minimum Center Value Modified to 0
1605,[2025-08-15 5:05:26 PM] - Pro Roster Limit Minimum Left Wing Value Modified to 0
1606,[2025-08-15 5:05:26 PM] - Pro Roster Limit Minimum Right Wing Value Modified to 0
1607,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Anaheim Ducks.
1608,[2025-08-15 5:05:37 PM] - Fabian Lysell of Boston Bruins was sent to farm.
1609,[2025-08-15 5:05:37 PM] - Fraser Minten of Boston Bruins was sent to farm.
1610,[2025-08-15 5:05:37 PM] - Oliver Wahlstrom of Boston Bruins was sent to farm.
1611,[2025-08-15 5:05:37 PM] - Michael Callahan of Boston Bruins was sent to farm.
1612,[2025-08-15 5:05:37 PM] - Marat Khusnutdinov of Boston Bruins was sent to farm.
1613,[2025-08-15 5:05:37 PM] - Henri Jokiharju of Boston Bruins was sent to farm.
1614,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Boston Bruins.
1615,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Buffalo Sabres.
1616,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Calgary Flames.
1617,[2025-08-15 5:05:37 PM] - William Carrier of Carolina Hurricanes was sent to pro.
1618,[2025-08-15 5:05:37 PM] - Jackson Blake of Carolina Hurricanes was sent to farm.
1619,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Carolina Hurricanes.
1620,[2025-08-15 5:05:37 PM] - Alex Vlasic of Chicago Blackhawks was sent to pro.
1621,[2025-08-15 5:05:37 PM] - Connor Bedard of Chicago Blackhawks was sent to pro.
1622,[2025-08-15 5:05:37 PM] - Connor Murphy of Chicago Blackhawks was sent to pro.
1623,[2025-08-15 5:05:37 PM] - Teuvo Teravainen of Chicago Blackhawks was sent to pro.
1624,[2025-08-15 5:05:37 PM] - Nick Foligno of Chicago Blackhawks was sent to pro.
1625,[2025-08-15 5:05:37 PM] - Alec Martinez of Chicago Blackhawks was sent to pro.
1626,[2025-08-15 5:05:37 PM] - Ryan Donato of Chicago Blackhawks was sent to pro.
1627,[2025-08-15 5:05:37 PM] - TJ Brodie of Chicago Blackhawks was sent to pro.
1628,[2025-08-15 5:05:37 PM] - Tyler Bertuzzi of Chicago Blackhawks was sent to pro.
1629,[2025-08-15 5:05:37 PM] - Jason Dickinson of Chicago Blackhawks was sent to pro.
1630,[2025-08-15 5:05:37 PM] - Ilya Mikheyev of Chicago Blackhawks was sent to pro.
1631,[2025-08-15 5:05:37 PM] - Louis Crevier of Chicago Blackhawks was sent to pro.
1632,[2025-08-15 5:05:37 PM] - Philipp Kurashev of Chicago Blackhawks was sent to pro.
1633,[2025-08-15 5:05:37 PM] - Ethan Del Mastro of Chicago Blackhawks was sent to pro.
1634,[2025-08-15 5:05:37 PM] - Frank Nazar of Chicago Blackhawks was sent to pro.
1635,[2025-08-15 5:05:37 PM] - Andreas Athanasiou of Chicago Blackhawks was sent to pro.
1636,[2025-08-15 5:05:37 PM] - Joe Veleno of Chicago Blackhawks was sent to pro.
1637,[2025-08-15 5:05:37 PM] - Lukas Reichel of Chicago Blackhawks was sent to pro.
1638,[2025-08-15 5:05:37 PM] - Arvid Soderblom of Chicago Blackhawks was sent to pro.
1639,[2025-08-15 5:05:37 PM] - Spencer Knight of Chicago Blackhawks was sent to pro.
1640,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Chicago Blackhawks.
1641,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Colorado Avalanche.
1642,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Columbus Blue Jackets.
1643,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Dallas Stars.
1644,[2025-08-15 5:05:37 PM] - Auto Roster Function has been run for Detroit Red Wings.
1645,[2025-08-15 5:05:38 PM] - Jesper Boqvist of Florida Panthers was sent to pro.
1646,[2025-08-15 5:05:38 PM] - Mackie Samoskevich of Florida Panthers was sent to farm.
1647,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for Florida Panthers.
1648,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for Los Angeles Kings.
1649,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for Minnesota Wild.
1650,[2025-08-15 5:05:38 PM] - Joshua Roy of Montreal Canadiens was sent to pro.
1651,[2025-08-15 5:05:38 PM] - Lucas Condotta of Montreal Canadiens was sent to farm.
1652,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for Montreal Canadiens.
1653,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for Nashville Predators.
1654,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for New Jersey Devils.
1655,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for New York Islanders.
1656,[2025-08-15 5:05:38 PM] - Brett Berard of New York Rangers was sent to pro.
1657,[2025-08-15 5:05:38 PM] - Nicolas Aube-Kubel of New York Rangers was sent to farm.
1658,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for New York Rangers.
1659,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for Ottawa Senators.
1660,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for Philadelphia Flyers.
1661,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for Pittsburgh Penguins.
1662,[2025-08-15 5:05:38 PM] - Mario Ferraro of San Jose Sharks was sent to pro.
1663,[2025-08-15 5:05:38 PM] - Tyler Toffoli of San Jose Sharks was sent to pro.
1664,[2025-08-15 5:05:38 PM] - Alexander Wennberg of San Jose Sharks was sent to pro.
1665,[2025-08-15 5:05:38 PM] - Jan Rutta of San Jose Sharks was sent to pro.
1666,[2025-08-15 5:05:38 PM] - William Eklund of San Jose Sharks was sent to pro.
1667,[2025-08-15 5:05:38 PM] - Macklin Celebrini of San Jose Sharks was sent to pro.
1668,[2025-08-15 5:05:38 PM] - Marc-Edouard Vlasic of San Jose Sharks was sent to pro.
1669,[2025-08-15 5:05:38 PM] - Timothy Liljegren of San Jose Sharks was sent to pro.
1670,[2025-08-15 5:05:38 PM] - Henry Thrun of San Jose Sharks was sent to pro.
1671,[2025-08-15 5:05:38 PM] - Shakir Mukhamadullin of San Jose Sharks was sent to pro.
1672,[2025-08-15 5:05:38 PM] - Barclay Goodrow of San Jose Sharks was sent to pro.
1673,[2025-08-15 5:05:38 PM] - Will Smith of San Jose Sharks was sent to pro.
1674,[2025-08-15 5:05:38 PM] - Ty Dellandrea of San Jose Sharks was sent to pro.
1675,[2025-08-15 5:05:38 PM] - Walker Duehr of San Jose Sharks was sent to pro.
1676,[2025-08-15 5:05:38 PM] - Klim Kostin of San Jose Sharks was sent to pro.
1677,[2025-08-15 5:05:38 PM] - Collin Graf of San Jose Sharks was sent to pro.
1678,[2025-08-15 5:05:38 PM] - Noah Gregor of San Jose Sharks was sent to pro.
1679,[2025-08-15 5:05:38 PM] - Ethan Cardwell of San Jose Sharks was sent to pro.
1680,[2025-08-15 5:05:38 PM] - Alexandar Georgiev of San Jose Sharks was sent to pro.
1681,[2025-08-15 5:05:38 PM] - Yaroslav Askarov of San Jose Sharks was sent to pro.
1682,[2025-08-15 5:05:38 PM] - Auto Roster Function has been run for San Jose Sharks.
1683,[2025-08-15 5:05:39 PM] - Auto Roster Function has been run for St. Louis Blues.
1684,[2025-08-15 5:05:39 PM] - Zemgus Girgensons of Tampa Bay Lightning was sent to pro.
1685,[2025-08-15 5:05:39 PM] - Dylan Duke of Tampa Bay Lightning was sent to farm.
1686,[2025-08-15 5:05:39 PM] - Auto Roster Function has been run for Tampa Bay Lightning.
1687,[2025-08-15 5:05:39 PM] - Auto Roster Function has been run for Toronto Maple Leafs.
1688,[2025-08-15 5:05:39 PM] - Auto Roster Function has been run for Utah Mammoth.
1689,[2025-08-15 5:05:39 PM] - Auto Roster Function has been run for Vancouver Canucks.
1690,[2025-08-15 5:05:39 PM] - Auto Roster Function has been run for Vegas Golden Knights.
1691,[2025-08-15 5:05:40 PM] - Morgan Barron of Winnipeg Jets was sent to pro.
1692,[2025-08-15 5:05:40 PM] - Nikita Chibrikov of Winnipeg Jets was sent to farm.
1693,[2025-08-15 5:05:48 PM] - Edmonton Oilers roster errors : Not enough Goalie available in Pro Team! 1 Dressed. 2 Required.
Some errors will be automatically fixed.

1694,[2025-08-15 5:05:48 PM] - Bakersfield Condors roster errors : Not enough Players available in Pro Team! 19 Dressed. 20 Required.
Some errors will be automatically fixed.

1695,[2025-08-15 5:06:04 PM] - Calvin Pickard of Edmonton Oilers was sent to pro.
1696,[2025-08-15 5:06:14 PM] - Auto Lines Function has been run for Anaheim Ducks.
1697,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for San Diego Gulls.
1698,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Boston Bruins.
1699,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Providence Bruins.
1700,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Buffalo Sabres.
1701,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Rochester Americans.
1702,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Calgary Flames.
1703,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Calgary Wranglers.
1704,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Carolina Hurricanes.
1705,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Charlotte Checkers.
1706,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Chicago Blackhawks.
1707,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Rockford IceHogs.
1708,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Colorado Avalanche.
1709,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Colorado Eagles.
1710,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Columbus Blue Jackets.
1711,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Cleveland Monsters.
1712,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Dallas Stars.
1713,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Texas Stars.
1714,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Detroit Red Wings.
1715,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Grand Rapids Griffins.
1716,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Edmonton Oilers.
1717,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Bakersfield Condors.
1718,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Florida Panthers.
1719,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Jacksonville Barons.
1720,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Los Angeles Kings.
1721,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Ontario Reign.
1722,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Minnesota Wild.
1723,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Iowa Wild.
1724,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Montreal Canadiens.
1725,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Laval Rocket.
1726,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Nashville Predators.
1727,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Milwaukee Admirals.
1728,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for New Jersey Devils.
1729,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Utica Comets.
1730,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for New York Islanders.
1731,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Bridgeport Islanders.
1732,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for New York Rangers.
1733,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Hartford Wolf Pack.
1734,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Ottawa Senators.
1735,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Belleville Senators.
1736,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Philadelphia Flyers.
1737,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Lehigh Valley Phantoms.
1738,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for Pittsburgh Penguins.
1739,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for Wilkes-Barre/Scranton Penguins.
1740,[2025-08-15 5:06:15 PM] - Auto Lines Function has been run for San Jose Sharks.
1741,[2025-08-15 5:06:15 PM] - Auto Lines Farm Function has been run for San Jose Barracuda.
1742,[2025-08-15 5:06:20 PM] - Auto Lines Farm Function has been run for Coachella Valley Firebirds.
1743,[2025-08-15 5:06:20 PM] - Auto Lines Function has been run for St. Louis Blues.
1744,[2025-08-15 5:06:20 PM] - Auto Lines Farm Function has been run for Springfield Thunderbirds.
1745,[2025-08-15 5:06:20 PM] - Auto Lines Function has been run for Tampa Bay Lightning.
1746,[2025-08-15 5:06:20 PM] - Auto Lines Farm Function has been run for Syracuse Crunch.
1747,[2025-08-15 5:06:20 PM] - Auto Lines Function has been run for Toronto Maple Leafs.
1748,[2025-08-15 5:06:20 PM] - Auto Lines Farm Function has been run for Toronto Marlies.
1749,[2025-08-15 5:06:20 PM] - Auto Lines Function has been run for Utah Mammoth.
