InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
618,617,Jakub Brabenec,https://www.nhl.com/player/8482724,0,CZE,2003-09-11,22,180,73,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1835000,1835000,1835000,1835000,1835000,0,0,0,0,0,0,,0,100,0,8482724,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,64,37,92,59,73,69,80,58,62,56,57,55,58,62,64,63,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
619,618,Jakub Demek,https://www.nhl.com/player/8482933,0,SVK,2003-06-06,22,210,76,True,False,False,False,5,False,False,False,False,False,True,True,False,False,False,0,1398000,1398000,1398000,1398000,1398000,1398000,0,0,0,0,0,,0,100,0,8482933,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,79,39,91,59,88,78,76,60,66,61,57,62,58,62,64,58,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
620,619,Jakub Dvorak,https://www.nhl.com/player/8484163,0,CZE,2005-05-25,20,203,77,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,2178000,2178000,0,0,0,0,0,0,0,0,0,,0,100,0,8484163,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,81,42,81,55,90,62,68,54,30,52,50,57,45,60,62,72,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
621,620,Jakub Lauko,https://www.nhl.com/player/8480880,2,CZE,2000-03-28,25,193,73,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,1427000,1427000,1427000,0,0,0,0,0,0,0,0,,0,100,0,8480880,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,82,56,78,67,76,74,82,63,62,61,60,66,63,65,67,62,38,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,
622,621,Jakub Rychlovsky,https://www.nhl.com/player/8484966,0,CZE,2001-08-07,24,181,70,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,1098000,1098000,1098000,0,0,0,0,0,0,0,0,,0,100,0,8484966,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,37,90,56,67,69,66,53,57,54,55,52,56,64,65,42,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
623,622,Jakub Stancl,https://www.nhl.com/player/8484229,0,CZE,2005-04-10,20,201,75,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1107000,1107000,0,0,0,0,0,0,0,0,0,,0,100,0,8484229,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,39,94,56,84,69,60,54,59,53,50,58,52,60,62,64,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
624,623,Jakub Vrana,https://www.nhl.com/player/8477944,16,CZE,1996-02-28,29,197,72,False,True,False,False,3,False,False,False,False,False,True,True,False,False,False,0,3412000,3412000,3412000,3412000,0,0,0,0,0,0,0,,0,100,0,8477944,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,64,41,77,69,74,85,79,68,65,66,67,63,69,72,71,68,41,66,4,7,0,0,0,0,0,0,0,3,7,1,1,0,0,1,1,0,0,0,2392,0,0,0,0,0,0,0,0,0,1,0,328,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,
625,624,Jalen Chatfield,https://www.nhl.com/player/8478970,5,USA,1996-05-15,29,199,73,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,2756000,2756000,2756000,2756000,2756000,0,0,0,0,0,0,,0,100,0,8478970,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,67,41,84,68,77,88,89,64,30,71,67,72,55,70,68,36,42,69,3,3,0,0,0,-3,4,0,2,0,0,1,3,0,0,0,0,0,0,0,2509,0,0,0,0,0,0,0,0,71,2,0,165,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
626,625,Jalen Luypen,https://www.nhl.com/player/8482903,0,CAN,2002-06-28,23,155,70,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,1348000,1348000,1348000,0,0,0,0,0,0,0,0,,0,100,0,8482903,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,36,87,57,61,72,82,58,62,55,56,54,57,63,65,49,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
627,626,James Hamblin,https://www.nhl.com/player/8480468,0,CAN,1999-04-27,26,185,70,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,2146000,2146000,2146000,2146000,2146000,0,0,0,0,0,0,,0,100,0,8480468,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,36,90,66,67,82,77,64,67,61,62,60,65,67,68,42,40,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
628,627,James Malatesta,https://www.nhl.com/player/8482744,0,CAN,2003-05-31,22,193,69,False,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1435000,1435000,0,0,0,0,0,0,0,0,0,,0,100,0,8482744,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,40,68,65,68,81,80,63,58,61,62,60,65,63,64,58,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
629,628,James Stefan,https://www.nhl.com/player/8483100,0,USA,2003-08-09,22,183,72,False,False,True,False,4,False,False,False,False,False,True,True,False,False,False,0,1526000,1526000,1526000,1526000,1526000,0,0,0,0,0,0,,0,100,0,8483100,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,37,94,55,71,69,68,53,50,52,54,51,55,62,64,45,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
630,629,James van Riemsdyk,https://www.nhl.com/player/8474037,8,USA,1989-05-04,36,209,75,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,4343000,4343000,4343000,4343000,4343000,0,0,0,0,0,0,,0,100,0,8474037,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,62,40,91,70,85,81,87,72,57,74,68,64,73,88,79,42,43,69,3,10,0,1,1,2,6,0,1,2,3,1,2,0,0,0,0,0,0,0,2980,0,0,0,2,412,0,0,0,0,3,1,213,0,0,0,0,0,0,0,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,
631,630,Jamie Benn,https://www.nhl.com/player/8473994,9,CAN,1989-07-18,36,206,75,False,True,False,False,5,False,False,False,False,False,True,True,False,False,False,0,5468000,5468000,5468000,5468000,5468000,5468000,0,0,0,0,0,,0,100,0,8473994,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,73,79,78,74,85,86,90,76,89,78,71,72,74,89,95,28,47,74,3,9,1,4,5,3,0,0,0,4,5,3,3,0,0,3,4,0,0,0,3829,0,1,0,3,764,0,0,0,111,1,2,498,0,0,0,0,2,0,600,1045,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,
632,631,Jamie Drysdale,https://www.nhl.com/player/8482142,21,CAN,2002-04-08,23,185,71,False,False,False,True,5,False,False,False,False,False,True,True,False,False,False,0,2136000,2136000,2136000,2136000,2136000,2136000,0,0,0,0,0,,0,100,0,8482142,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,62,34,91,73,69,90,79,68,30,72,66,63,55,64,66,87,39,67,3,2,0,0,0,-1,0,0,1,1,2,1,4,0,0,0,0,0,0,0,2255,0,0,0,0,0,0,0,0,0,2,1,198,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
633,632,Jamie Oleksiak,https://www.nhl.com/player/8476467,24,CAN,1992-12-21,32,252,79,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,4643000,4643000,4643000,4643000,0,0,0,0,0,0,0,,0,100,0,8476467,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,71,84,86,64,99,87,90,63,30,71,56,91,52,80,74,50,39,74,3,3,0,2,2,-3,2,0,10,3,1,3,3,0,0,0,0,0,0,0,4680,0,0,1,1,759,0,0,0,601,0,4,243,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,
634,633,Jamieson Rees,https://www.nhl.com/player/8481579,0,CAN,2001-02-26,24,172,71,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1258000,1258000,1258000,1258000,1258000,0,0,0,0,0,0,,0,100,0,8481579,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,36,89,58,67,69,77,55,63,56,54,53,58,64,66,71,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
635,634,Jan Jenik,https://www.nhl.com/player/8480890,0,CZE,2000-09-15,25,199,74,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,1761000,1761000,1761000,1761000,0,0,0,0,0,0,0,,0,100,0,8480890,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,70,42,69,64,80,79,81,63,67,60,58,64,61,65,67,63,40,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
636,635,Jan Mysak,https://www.nhl.com/player/8482136,0,CZE,2002-06-04,23,175,71,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,1423000,1423000,1423000,0,0,0,0,0,0,0,0,,0,100,0,8482136,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,36,90,60,67,85,84,58,65,60,59,61,58,63,65,72,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
637,636,Jan Rutta,https://www.nhl.com/player/8480172,23,CZE,1990-07-29,35,204,75,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,4068000,4068000,0,0,0,0,0,0,0,0,0,,0,100,0,8480172,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,69,37,83,64,84,89,83,63,30,71,61,83,52,77,76,23,39,71,3,4,0,0,0,1,2,0,5,1,1,10,7,0,0,0,0,0,0,0,4751,0,0,0,0,838,0,0,0,649,2,7,342,0,0,0,0,0,0,95,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
638,637,Jani Nyman,https://www.nhl.com/player/8483497,24,FIN,2004-07-30,21,212,74,False,False,True,False,2,False,False,False,False,False,True,True,False,False,False,0,2045000,2045000,2045000,0,0,0,0,0,0,0,0,,0,100,0,8483497,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,72,39,84,67,83,89,73,68,66,64,69,63,71,62,66,73,39,66,3,0,0,0,0,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,906,0,0,0,0,12,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
639,638,Jansen Harkins,https://www.nhl.com/player/8478424,1,CAN,1997-05-23,28,199,73,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,3018000,3018000,3018000,3018000,0,0,0,0,0,0,0,,0,100,0,8478424,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,76,41,85,67,77,76,85,66,82,65,64,68,66,69,71,60,39,66,3,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,7,9,0,0,0,862,0,0,0,0,0,0,0,0,686,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
640,639,Jared Davidson,https://www.nhl.com/player/8483728,0,CAN,2002-07-07,23,188,71,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1412000,1412000,0,0,0,0,0,0,0,0,0,,0,100,0,8483728,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,63,39,76,61,70,84,80,59,66,58,62,57,61,64,65,57,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
641,640,Jared McCann,https://www.nhl.com/player/8477955,24,CAN,1996-05-31,29,191,73,False,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,2759000,2759000,0,0,0,0,0,0,0,0,0,,0,100,0,8477955,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,64,38,91,79,76,87,90,75,77,80,76,78,75,74,72,66,40,74,3,11,2,1,3,-2,0,0,2,1,12,2,6,0,0,11,22,0,0,0,4300,0,1,1,4,733,0,0,1,828,10,1,889,0,0,0,0,0,0,15,410,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
642,641,Jared Spurgeon,https://www.nhl.com/player/8474716,14,CAN,1989-11-29,35,166,69,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,3147000,3147000,0,0,0,0,0,0,0,0,0,,0,100,0,8474716,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,68,33,94,73,63,92,75,71,30,78,64,78,55,86,93,24,41,72,4,5,0,2,2,0,0,0,15,1,0,0,5,0,0,0,0,0,0,0,5031,0,0,1,2,631,0,0,1,608,1,1,247,0,0,0,0,0,0,0,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,
643,642,Jaret Anderson-Dolan,https://www.nhl.com/player/8479994,0,CAN,1999-09-12,26,200,71,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,1368000,1368000,1368000,1368000,0,0,0,0,0,0,0,,0,100,0,8479994,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,37,86,64,72,78,77,63,65,61,62,66,63,65,68,71,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
644,643,Jaroslav Chmelar,https://www.nhl.com/player/8482877,0,CZE,2003-07-20,22,198,76,False,False,True,False,3,False,False,False,False,False,True,True,False,False,False,0,2357000,2357000,2357000,2357000,0,0,0,0,0,0,0,,0,100,0,8482877,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,77,41,79,58,86,79,74,56,57,59,58,56,59,62,64,55,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
645,644,Jarred Tinordi,https://www.nhl.com/player/8475797,0,USA,1992-02-20,33,229,78,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,4762000,4762000,4762000,4762000,0,0,0,0,0,0,0,,0,100,0,8475797,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,89,83,69,62,98,81,75,57,30,68,52,76,46,74,75,49,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
646,645,Jason Dickinson,https://www.nhl.com/player/8477450,6,CAN,1995-07-04,30,200,74,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,2893000,2893000,2893000,2893000,2893000,0,0,0,0,0,0,,0,100,0,8477450,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,76,45,82,70,80,84,87,68,80,63,69,86,66,74,72,63,32,70,5,6,1,0,1,0,0,0,1,6,7,0,6,0,0,10,25,0,0,0,2751,0,0,0,0,0,0,0,0,0,2,0,440,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,
647,646,Jason Polin,https://www.nhl.com/player/8484255,0,USA,1999-06-17,26,198,72,False,False,True,False,1,False,False,False,False,False,True,True,False,False,False,0,1918000,1918000,0,0,0,0,0,0,0,0,0,,0,100,0,8484255,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,37,88,59,74,76,77,56,64,57,59,58,56,65,68,42,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
648,647,Jason Robertson,https://www.nhl.com/player/8480027,9,USA,1999-07-22,26,207,75,False,True,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2607000,2607000,2607000,2607000,0,0,0,0,0,0,0,,0,100,0,8480027,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,68,37,92,82,86,89,90,85,57,83,80,66,84,68,75,72,47,76,3,9,2,2,4,1,2,0,1,7,10,2,2,0,0,0,2,0,0,0,3920,0,1,1,3,673,0,0,0,57,6,2,757,0,0,0,0,1,0,170,770,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,
649,648,Jason Zucker,https://www.nhl.com/player/8475722,3,USA,1992-01-16,33,195,71,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3226000,3226000,3226000,0,0,0,0,0,0,0,0,,0,100,0,8475722,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,70,46,72,76,71,85,87,72,57,75,73,63,74,82,75,41,44,70,4,10,0,4,4,0,4,0,2,5,0,8,2,0,0,4,6,0,0,0,4205,0,0,3,1,709,0,0,0,22,0,0,356,0,0,0,0,0,0,300,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,
650,649,Jaxon Nelson,https://www.nhl.com/player/8484899,0,USA,2000-03-30,25,215,76,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1637000,1637000,0,0,0,0,0,0,0,0,0,,0,100,0,8484899,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,80,39,92,57,89,77,67,56,61,55,54,59,53,65,67,42,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
651,650,Jaxsen Wiebe,https://www.nhl.com/player/8484110,0,CAN,2002-05-16,23,209,73,False,False,True,False,3,False,False,False,False,False,True,True,False,False,False,0,1747000,1747000,1747000,1747000,0,0,0,0,0,0,0,,0,100,0,8484110,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,70,40,75,56,79,67,66,54,51,53,55,52,54,63,65,43,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
652,651,Jaycob Megna,https://www.nhl.com/player/8477034,0,USA,1992-12-10,32,214,78,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,4491000,4491000,4491000,4491000,0,0,0,0,0,0,0,,0,100,0,8477034,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,83,72,88,62,95,84,82,58,30,60,57,74,51,73,75,29,40,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
